Sublist	Category	Term	RT	Genes	Count	%	P-Value	Benjamini	Fisher Exact	-log
	GOTERM_MF_DIRECT	translation initiation factor binding	RT		8	0.6	8.60E-04	1.50E-02	1.30E-04	3.886056648
	GOTERM_MF_DIRECT	calcium-dependent protein binding	RT		17	1.3	4.80E-04	9.40E-03	1.50E-04	3.823908741
	GOTERM_MF_DIRECT	ATPase binding	RT		17	1.3	5.50E-04	1.00E-02	1.80E-04	3.744727495
	GOTERM_MF_DIRECT	protein phosphatase binding	RT		17	1.3	5.50E-04	1.00E-02	1.80E-04	3.744727495
	GOTERM_MF_DIRECT	poly(U) RNA binding	RT		8	0.6	1.10E-03	1.90E-02	1.80E-04	3.744727495
	GOTERM_MF_DIRECT	calcium-dependent phospholipid binding	RT		12	0.9	9.40E-04	1.60E-02	2.40E-04	3.619788758
	GOTERM_MF_DIRECT	phospholipase inhibitor activity	RT		5	0.4	3.30E-03	4.80E-02	2.80E-04	3.552841969
	GOTERM_MF_DIRECT	FK506 binding	RT		5	0.4	3.30E-03	4.80E-02	2.80E-04	3.552841969
	GOTERM_MF_DIRECT	aminoacyl-tRNA editing activity	RT		5	0.4	3.30E-03	4.80E-02	2.80E-04	3.552841969
	GOTERM_MF_DIRECT	profilin binding	RT		5	0.4	3.30E-03	4.80E-02	2.80E-04	3.552841969
	GOTERM_MF_DIRECT	U2 snRNA binding	RT		4	0.3	5.50E-03	7.00E-02	3.00E-04	3.522878745
	GOTERM_MF_DIRECT	large ribosomal subunit rRNA binding	RT		4	0.3	5.50E-03	7.00E-02	3.00E-04	3.522878745
	GOTERM_MF_DIRECT	U1 snRNP binding	RT		4	0.3	5.50E-03	7.00E-02	3.00E-04	3.522878745
	GOTERM_MF_DIRECT	acetyl-CoA C-acetyltransferase activity	RT		4	0.3	5.50E-03	7.00E-02	3.00E-04	3.522878745
	GOTERM_MF_DIRECT	TAP binding	RT		3	0.2	1.30E-02	1.30E-01	3.20E-04	3.494850022
	GOTERM_MF_DIRECT	histone kinase activity	RT		3	0.2	1.30E-02	1.30E-01	3.20E-04	3.494850022
	GOTERM_MF_DIRECT	"3 iron, 4 sulfur cluster binding"	RT		3	0.2	1.30E-02	1.30E-01	3.20E-04	3.494850022
	GOTERM_MF_DIRECT	endoplasmic reticulum signal peptide binding	RT		3	0.2	1.30E-02	1.30E-01	3.20E-04	3.494850022
	GOTERM_MF_DIRECT	protein kinase C inhibitor activity	RT		3	0.2	1.30E-02	1.30E-01	3.20E-04	3.494850022
	GOTERM_MF_DIRECT	protein-disulfide reductase activity	RT		3	0.2	1.30E-02	1.30E-01	3.20E-04	3.494850022
	GOTERM_MF_DIRECT	single-stranded DNA-dependent ATP-dependent DNA helicase activity	RT		7	0.5	2.30E-03	3.70E-02	3.50E-04	3.455931956
	GOTERM_MF_DIRECT	ATPase activator activity	RT		8	0.6	2.30E-03	3.70E-02	4.30E-04	3.366531544
	GOTERM_MF_DIRECT	structural molecule activity	RT		26	2	1.00E-03	1.80E-02	4.60E-04	3.337242168
	GOTERM_MF_DIRECT	DNA polymerase binding	RT		7	0.5	3.00E-03	4.50E-02	4.80E-04	3.318758763
	GOTERM_MF_DIRECT	adenyl-nucleotide exchange factor activity	RT		5	0.4	4.90E-03	6.80E-02	4.90E-04	3.30980392
	GOTERM_MF_DIRECT	RNA stem-loop binding	RT		7	0.5	3.80E-03	5.40E-02	6.50E-04	3.187086643
	GOTERM_MF_DIRECT	3-hydroxyacyl-CoA dehydrogenase activity	RT		4	0.3	9.10E-03	1.00E-01	6.50E-04	3.187086643
	GOTERM_MF_DIRECT	ubiquitin-like protein conjugating enzyme binding	RT		4	0.3	9.10E-03	1.00E-01	6.50E-04	3.187086643
	GOTERM_MF_DIRECT	AMP binding	RT		6	0.5	4.60E-03	6.50E-02	6.60E-04	3.180456064
	GOTERM_MF_DIRECT	single-stranded RNA binding	RT		11	0.8	2.50E-03	3.90E-02	6.70E-04	3.173925197
	GOTERM_MF_DIRECT	ion transmembrane transporter activity	RT		5	0.4	7.00E-03	8.50E-02	8.00E-04	3.096910013
	GOTERM_MF_DIRECT	phosphatidylethanolamine binding	RT		5	0.4	7.00E-03	8.50E-02	8.00E-04	3.096910013
	GOTERM_MF_DIRECT	damaged DNA binding	RT		13	1	3.00E-03	4.50E-02	9.70E-04	3.013228266
	GOTERM_MF_DIRECT	small GTPase binding	RT		34	2.6	2.20E-03	3.60E-02	1.20E-03	2.920818754
	GOTERM_MF_DIRECT	phosphate ion binding	RT		5	0.4	9.50E-03	1.00E-01	1.20E-03	2.920818754
	GOTERM_MF_DIRECT	U1 snRNA binding	RT		4	0.3	1.40E-02	1.30E-01	1.20E-03	2.920818754
	GOTERM_MF_DIRECT	poly(G) binding	RT		4	0.3	1.40E-02	1.30E-01	1.20E-03	2.920818754
	GOTERM_MF_DIRECT	RISC complex binding	RT		3	0.2	2.60E-02	2.20E-01	1.20E-03	2.920818754
	GOTERM_MF_DIRECT	L-malate dehydrogenase activity	RT		3	0.2	2.60E-02	2.20E-01	1.20E-03	2.920818754
	GOTERM_MF_DIRECT	"oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor"	RT		9	0.7	5.10E-03	6.90E-02	1.30E-03	2.886056648
	GOTERM_MF_DIRECT	metalloexopeptidase activity	RT		6	0.5	7.80E-03	9.30E-02	1.30E-03	2.886056648
	GOTERM_MF_DIRECT	amino acid binding	RT		6	0.5	7.80E-03	9.30E-02	1.30E-03	2.886056648
	GOTERM_MF_DIRECT	protein kinase C binding	RT		11	0.8	5.00E-03	6.80E-02	1.50E-03	2.823908741
	GOTERM_MF_DIRECT	protein disulfide isomerase activity	RT		6	0.5	9.80E-03	1.00E-01	1.70E-03	2.769551079
	GOTERM_MF_DIRECT	nucleoside diphosphate kinase activity	RT		6	0.5	9.80E-03	1.00E-01	1.70E-03	2.769551079
	GOTERM_MF_DIRECT	U6 snRNA binding	RT		5	0.4	1.30E-02	1.30E-01	1.80E-03	2.744727495
	GOTERM_MF_DIRECT	glucose binding	RT		5	0.4	1.30E-02	1.30E-01	1.80E-03	2.744727495
	GOTERM_MF_DIRECT	virus receptor activity	RT		13	1	5.40E-03	7.00E-02	1.90E-03	2.721246399
	GOTERM_MF_DIRECT	MHC class II protein complex binding	RT		7	0.5	8.70E-03	9.90E-02	1.90E-03	2.721246399
	GOTERM_MF_DIRECT	nuclear localization sequence binding	RT		7	0.5	8.70E-03	9.90E-02	1.90E-03	2.721246399
	GOTERM_MF_DIRECT	metalloaminopeptidase activity	RT		7	0.5	8.70E-03	9.90E-02	1.90E-03	2.721246399
	GOTERM_MF_DIRECT	TBP-class protein binding	RT		7	0.5	8.70E-03	9.90E-02	1.90E-03	2.721246399
	GOTERM_MF_DIRECT	ubiquitin binding	RT		15	1.2	5.20E-03	7.00E-02	2.00E-03	2.698970004
	GOTERM_MF_DIRECT	"binding, bridging"	RT		14	1.1	5.60E-03	7.10E-02	2.10E-03	2.677780705
	GOTERM_MF_DIRECT	ribonucleoprotein complex binding	RT		8	0.6	8.60E-03	9.90E-02	2.10E-03	2.677780705
	GOTERM_MF_DIRECT	nitric-oxide synthase regulator activity	RT		4	0.3	2.00E-02	1.80E-01	2.10E-03	2.677780705
	GOTERM_MF_DIRECT	small ribosomal subunit rRNA binding	RT		4	0.3	2.00E-02	1.80E-01	2.10E-03	2.677780705
	GOTERM_MF_DIRECT	endopeptidase activity	RT		14	1.1	6.20E-03	7.70E-02	2.30E-03	2.638272164
	GOTERM_MF_DIRECT	ribosomal large subunit binding	RT		5	0.4	1.60E-02	1.50E-01	2.50E-03	2.602059991
	GOTERM_MF_DIRECT	Hsp90 protein binding	RT		9	0.7	9.30E-03	1.00E-01	2.60E-03	2.585026652
	GOTERM_MF_DIRECT	nucleosome binding	RT		7	0.5	1.20E-02	1.30E-01	2.90E-03	2.537602002
	GOTERM_MF_DIRECT	ribose phosphate diphosphokinase activity	RT		3	0.2	4.10E-02	3.10E-01	2.90E-03	2.537602002
	GOTERM_MF_DIRECT	epoxide hydrolase activity	RT		3	0.2	4.10E-02	3.10E-01	2.90E-03	2.537602002
	GOTERM_MF_DIRECT	RS domain binding	RT		3	0.2	4.10E-02	3.10E-01	2.90E-03	2.537602002
	GOTERM_MF_DIRECT	small protein activating enzyme binding	RT		3	0.2	4.10E-02	3.10E-01	2.90E-03	2.537602002
	GOTERM_MF_DIRECT	superoxide dismutase activity	RT		3	0.2	4.10E-02	3.10E-01	2.90E-03	2.537602002
	GOTERM_MF_DIRECT	transcription coactivator activity	RT		30	2.3	6.00E-03	7.50E-02	3.30E-03	2.48148606
	GOTERM_MF_DIRECT	monosaccharide binding	RT		4	0.3	2.70E-02	2.20E-01	3.30E-03	2.48148606
	GOTERM_MF_DIRECT	enoyl-CoA hydratase activity	RT		4	0.3	2.70E-02	2.20E-01	3.30E-03	2.48148606
	GOTERM_MF_DIRECT	protein-arginine N-methyltransferase activity	RT		4	0.3	2.70E-02	2.20E-01	3.30E-03	2.48148606
	GOTERM_MF_DIRECT	DNA binding	RT		113	8.7	4.80E-03	6.80E-02	3.60E-03	2.443697499
	GOTERM_MF_DIRECT	peptidyl-prolyl cis-trans isomerase activity	RT		9	0.7	1.20E-02	1.30E-01	3.60E-03	2.443697499
	GOTERM_MF_DIRECT	peptidase activity	RT		16	1.2	8.80E-03	9.90E-02	3.70E-03	2.431798276
	GOTERM_MF_DIRECT	tubulin binding	RT		11	0.8	1.10E-02	1.20E-01	3.90E-03	2.408935393
	GOTERM_MF_DIRECT	histone deacetylase binding	RT		18	1.4	8.80E-03	9.90E-02	4.00E-03	2.397940009
	GOTERM_MF_DIRECT	carboxylic ester hydrolase activity	RT		7	0.5	1.70E-02	1.60E-01	4.30E-03	2.366531544
	GOTERM_MF_DIRECT	phosphatidylcholine binding	RT		7	0.5	1.70E-02	1.60E-01	4.30E-03	2.366531544
	GOTERM_MF_DIRECT	protein C-terminus binding	RT		25	1.9	8.60E-03	9.90E-02	4.50E-03	2.346787486
	GOTERM_MF_DIRECT	myosin V binding	RT		5	0.4	2.60E-02	2.20E-01	4.70E-03	2.327902142
	GOTERM_MF_DIRECT	four-way junction DNA binding	RT		5	0.4	2.60E-02	2.20E-01	4.70E-03	2.327902142
	GOTERM_MF_DIRECT	nuclear export signal receptor activity	RT		4	0.3	3.50E-02	2.80E-01	4.90E-03	2.30980392
	GOTERM_MF_DIRECT	U3 snoRNA binding	RT		4	0.3	3.50E-02	2.80E-01	4.90E-03	2.30980392
	GOTERM_MF_DIRECT	endopeptidase activator activity	RT		4	0.3	3.50E-02	2.80E-01	4.90E-03	2.30980392
	GOTERM_MF_DIRECT	5S rRNA binding	RT		4	0.3	3.50E-02	2.80E-01	4.90E-03	2.30980392
	GOTERM_MF_DIRECT	protein methyltransferase activity	RT		4	0.3	3.50E-02	2.80E-01	4.90E-03	2.30980392
	GOTERM_MF_DIRECT	helicase activity	RT		11	0.8	1.40E-02	1.30E-01	5.00E-03	2.301029996
	GOTERM_MF_DIRECT	nucleotide binding	RT		14	1.1	1.30E-02	1.30E-01	5.20E-03	2.283996656
	GOTERM_MF_DIRECT	pyridoxal phosphate binding	RT		10	0.8	1.70E-02	1.60E-01	5.70E-03	2.244125144
	GOTERM_MF_DIRECT	nuclease activity	RT		6	0.5	2.50E-02	2.20E-01	5.90E-03	2.229147988
	GOTERM_MF_DIRECT	polyubiquitin binding	RT		7	0.5	2.30E-02	2.00E-01	6.20E-03	2.207608311
	GOTERM_MF_DIRECT	NADP binding	RT		8	0.6	2.30E-02	2.00E-01	7.00E-03	2.15490196
	GOTERM_MF_DIRECT	beta-tubulin binding	RT		8	0.6	2.30E-02	2.00E-01	7.00E-03	2.15490196
	GOTERM_MF_DIRECT	potassium ion binding	RT		4	0.3	4.40E-02	3.30E-01	7.00E-03	2.15490196
	GOTERM_MF_DIRECT	MDM2/MDM4 family protein binding	RT		4	0.3	4.40E-02	3.30E-01	7.00E-03	2.15490196
	GOTERM_MF_DIRECT	vinculin binding	RT		4	0.3	4.40E-02	3.30E-01	7.00E-03	2.15490196
	GOTERM_MF_DIRECT	pre-mRNA intronic binding	RT		4	0.3	4.40E-02	3.30E-01	7.00E-03	2.15490196
	GOTERM_MF_DIRECT	RNA polymerase binding	RT		5	0.4	3.70E-02	2.90E-01	7.80E-03	2.107905397
	GOTERM_MF_DIRECT	chromatin binding	RT		46	3.5	1.30E-02	1.30E-01	8.70E-03	2.060480747
	GOTERM_MF_DIRECT	metallopeptidase activity	RT		11	0.8	2.20E-02	2.00E-01	8.70E-03	2.060480747
	GOTERM_MF_DIRECT	kinase binding	RT		14	1.1	2.20E-02	2.00E-01	9.80E-03	2.008773924
	GOTERM_MF_DIRECT	ubiquitin conjugating enzyme activity	RT		7	0.5	3.40E-02	2.80E-01	1.00E-02	2
	GOTERM_MF_DIRECT	miRNA binding	RT		7	0.5	3.40E-02	2.80E-01	1.00E-02	2
	GOTERM_MF_DIRECT	transferase activity	RT		20	1.5	2.30E-02	2.00E-01	1.20E-02	1.920818754
	GOTERM_MF_DIRECT	"protein binding, bridging"	RT		14	1.1	2.50E-02	2.20E-01	1.20E-02	1.920818754
	GOTERM_MF_DIRECT	receptor tyrosine kinase binding	RT		10	0.8	3.30E-02	2.70E-01	1.30E-02	1.886056648
	GOTERM_MF_DIRECT	structural constituent of nuclear pore	RT		6	0.5	4.50E-02	3.30E-01	1.30E-02	1.886056648
	GOTERM_MF_DIRECT	Hsp70 protein binding	RT		8	0.6	4.00E-02	3.10E-01	1.40E-02	1.853871964
	GOTERM_MF_DIRECT	transcription corepressor activity	RT		21	1.6	4.90E-02	3.60E-01	2.80E-02	1.552841969
	INTERPRO	RNA recognition motif domain	RT		68	5.2	4.10E-25	8.90E-22	7.30E-26	25.13667714
	INTERPRO	"Nucleotide-binding, alpha-beta plait"	RT		70	5.4	6.60E-23	7.20E-20	1.40E-23	22.85387196
	INTERPRO	"Histone H4, conserved site"	RT		14	1.1	7.40E-15	4.00E-12	3.80E-17	16.4202164
	INTERPRO	Histone H4	RT		14	1.1	5.20E-14	2.30E-11	5.30E-16	15.27572413
	INTERPRO	P-loop containing nucleoside triphosphate hydrolase	RT		130	10	1.80E-15	1.30E-12	7.80E-16	15.1079054
	INTERPRO	TATA box binding protein associated factor (TAF)	RT		14	1.1	2.60E-13	9.50E-11	4.00E-15	14.39794001
	INTERPRO	"Nucleic acid-binding, OB-fold"	RT		27	2.1	4.50E-12	1.40E-09	6.30E-13	12.20065945
	INTERPRO	"Chaperonin TCP-1, conserved site"	RT		9	0.7	3.50E-09	8.60E-07	2.80E-11	10.55284197
	INTERPRO	Chaperone tailless complex polypeptide 1 (TCP-1)	RT		10	0.8	5.10E-09	1.10E-06	1.10E-10	9.958607315
	INTERPRO	Thioredoxin domain	RT		17	1.3	2.20E-09	6.10E-07	2.30E-10	9.638272164
	INTERPRO	"Proteasome, subunit alpha/beta"	RT		13	1	5.70E-09	1.10E-06	3.40E-10	9.468521083
	INTERPRO	"Translation elongation/initiation factor/Ribosomal, beta-barrel"	RT		14	1.1	2.30E-08	4.10E-06	2.00E-09	8.698970004
	INTERPRO	GroEL-like equatorial domain	RT		10	0.8	9.70E-08	1.50E-05	4.20E-09	8.37675071
	INTERPRO	Rossmann-like alpha/beta/alpha sandwich fold	RT		16	1.2	4.40E-08	7.30E-06	5.30E-09	8.27572413
	INTERPRO	14-3-3 domain	RT		7	0.5	6.10E-07	5.80E-05	6.30E-09	8.200659451
	INTERPRO	"14-3-3 protein, conserved site"	RT		7	0.5	6.10E-07	5.80E-05	6.30E-09	8.200659451
	INTERPRO	14-3-3 protein	RT		7	0.5	6.10E-07	5.80E-05	6.30E-09	8.200659451
	INTERPRO	TCP-1-like chaperonin intermediate domain	RT		10	0.8	2.10E-07	2.40E-05	1.00E-08	8
	INTERPRO	GroEL-like apical domain	RT		10	0.8	2.10E-07	2.40E-05	1.00E-08	8
	INTERPRO	Chaperonin Cpn60/TCP-1	RT		10	0.8	2.10E-07	2.40E-05	1.00E-08	8
	INTERPRO	Proteasome component (PCI) domain	RT		12	0.9	1.40E-07	1.90E-05	1.10E-08	7.958607315
	INTERPRO	"Translation elongation factor EFTu/EF1A, domain 2"	RT		9	0.7	8.70E-07	7.60E-05	4.10E-08	7.387216143
	INTERPRO	"S15/NS1, RNA-binding"	RT		7	0.5	2.30E-06	1.50E-04	4.70E-08	7.327902142
	INTERPRO	Armadillo-type fold	RT		53	4.1	1.30E-07	1.90E-05	5.40E-08	7.26760624
	INTERPRO	WHEP-TRS	RT		6	0.5	7.80E-06	4.10E-04	9.30E-08	7.031517051
	INTERPRO	26S proteasome subunit P45	RT		6	0.5	7.80E-06	4.10E-04	9.30E-08	7.031517051
	INTERPRO	"Mini-chromosome maintenance, conserved site"	RT		6	0.5	7.80E-06	4.10E-04	9.30E-08	7.031517051
	INTERPRO	"Aminoacyl-tRNA synthetase, class I, conserved site"	RT		9	0.7	1.80E-06	1.30E-04	9.70E-08	7.013228266
	INTERPRO	"Aminoacyl-tRNA synthetase, class II"	RT		10	0.8	1.40E-06	1.20E-04	1.00E-07	7
	INTERPRO	Ribosomal protein S5 domain 2-type fold	RT		15	1.2	8.60E-07	7.60E-05	1.30E-07	6.886056648
	INTERPRO	"Tubulin/FtsZ, 2-layer sandwich domain"	RT		11	0.8	1.50E-06	1.20E-04	1.40E-07	6.853871964
	INTERPRO	"Tubulin, C-terminal"	RT		11	0.8	1.50E-06	1.20E-04	1.40E-07	6.853871964
	INTERPRO	Small GTP-binding protein domain	RT		32	2.5	5.80E-07	5.80E-05	1.90E-07	6.721246399
	INTERPRO	"Elongation factor, GTP-binding domain"	RT		10	0.8	2.40E-06	1.50E-04	1.90E-07	6.721246399
	INTERPRO	"Tubulin, conserved site"	RT		11	0.8	2.40E-06	1.50E-04	2.30E-07	6.638272164
	INTERPRO	"Tubulin/FtsZ, C-terminal"	RT		11	0.8	2.40E-06	1.50E-04	2.30E-07	6.638272164
	INTERPRO	"Tubulin/FtsZ, GTPase domain"	RT		11	0.8	3.70E-06	2.20E-04	3.80E-07	6.420216403
	INTERPRO	Tubulin	RT		11	0.8	3.70E-06	2.20E-04	3.80E-07	6.420216403
	INTERPRO	"Thioredoxin, conserved site"	RT		9	0.7	5.90E-06	3.30E-04	4.20E-07	6.37675071
	INTERPRO	"Importin-beta, N-terminal"	RT		9	0.7	5.90E-06	3.30E-04	4.20E-07	6.37675071
	INTERPRO	"DNA/RNA helicase, DEAD/DEAH box type, N-terminal"	RT		18	1.4	2.90E-06	1.80E-04	6.00E-07	6.22184875
	INTERPRO	AAA+ ATPase domain	RT		27	2.1	2.10E-06	1.50E-04	6.20E-07	6.207608311
	INTERPRO	Proteasome A-type subunit	RT		7	0.5	1.50E-05	6.90E-04	6.30E-07	6.200659451
	INTERPRO	"Proteasome, alpha-subunit, N-terminal domain"	RT		7	0.5	1.50E-05	6.90E-04	6.30E-07	6.200659451
	INTERPRO	"Beta tubulin, autoregulation binding site"	RT		7	0.5	1.50E-05	6.90E-04	6.30E-07	6.200659451
	INTERPRO	Annexin repeat	RT		8	0.6	1.40E-05	6.70E-04	8.80E-07	6.055517328
	INTERPRO	Annexin	RT		8	0.6	1.40E-05	6.70E-04	8.80E-07	6.055517328
	INTERPRO	"Annexin repeat, conserved site"	RT		8	0.6	1.40E-05	6.70E-04	8.80E-07	6.055517328
	INTERPRO	"ATPase, AAA-type, conserved site"	RT		11	0.8	8.00E-06	4.10E-04	9.30E-07	6.031517051
	INTERPRO	"Peroxiredoxin, C-terminal"	RT		5	0.4	9.70E-05	3.30E-03	1.40E-06	5.853871964
	INTERPRO	Disulphide isomerase	RT		5	0.4	9.70E-05	3.30E-03	1.40E-06	5.853871964
	INTERPRO	Alkyl hydroperoxide reductase subunit C/ Thiol specific antioxidant	RT		5	0.4	9.70E-05	3.30E-03	1.40E-06	5.853871964
	INTERPRO	"Actin-binding, cofilin/tropomyosin type"	RT		7	0.5	3.20E-05	1.30E-03	1.60E-06	5.795880017
	INTERPRO	"Heat shock protein 70, conserved site"	RT		8	0.6	2.50E-05	1.00E-03	1.80E-06	5.744727495
	INTERPRO	Heat shock protein 70 family	RT		8	0.6	2.50E-05	1.00E-03	1.80E-06	5.744727495
	INTERPRO	"RNA recognition motif domain, eukaryote"	RT		10	0.8	2.10E-05	9.30E-04	2.40E-06	5.619788758
	INTERPRO	"MIF4-like, type 1/2/3"	RT		8	0.6	4.20E-05	1.60E-03	3.30E-06	5.48148606
	INTERPRO	"Proteasome, beta-type subunit, conserved site"	RT		7	0.5	6.00E-05	2.20E-03	3.70E-06	5.431798276
	INTERPRO	Beta tubulin	RT		7	0.5	6.00E-05	2.20E-03	3.70E-06	5.431798276
	INTERPRO	"RNA helicase, ATP-dependent, DEAD-box, conserved site"	RT		10	0.8	4.30E-05	1.70E-03	5.50E-06	5.259637311
	INTERPRO	"ATPase, AAA-type, core"	RT		14	1.1	3.00E-05	1.20E-03	5.90E-06	5.229147988
	INTERPRO	"Aminoacyl-tRNA synthetase, class 1a, anticodon-binding"	RT		7	0.5	1.10E-04	3.50E-03	7.50E-06	5.124938737
	INTERPRO	"RNA helicase, DEAD-box type, Q motif"	RT		11	0.8	7.30E-05	2.60E-03	1.20E-05	4.920818754
	INTERPRO	"Helicase, C-terminal"	RT		21	1.6	4.80E-05	1.80E-03	1.50E-05	4.823908741
	INTERPRO	"Heat shock protein Hsp90, N-terminal"	RT		6	0.5	2.60E-04	8.10E-03	1.50E-05	4.823908741
	INTERPRO	"Mini-chromosome maintenance, DNA-dependent ATPase"	RT		6	0.5	2.60E-04	8.10E-03	1.50E-05	4.823908741
	INTERPRO	"Peroxiredoxin, AhpC-type"	RT		4	0.3	1.20E-03	3.10E-02	2.10E-05	4.677780705
	INTERPRO	"Helicase, superfamily 1/2, ATP-binding domain"	RT		21	1.6	8.00E-05	2.80E-03	2.60E-05	4.585026652
	INTERPRO	W2 domain	RT		5	0.4	6.10E-04	1.70E-02	2.60E-05	4.585026652
	INTERPRO	"Translation elongation factor EFTu/EF1A, C-terminal"	RT		5	0.4	6.10E-04	1.70E-02	2.60E-05	4.585026652
	INTERPRO	Armadillo-like helical	RT		33	2.5	6.40E-05	2.30E-03	2.70E-05	4.568636236
	INTERPRO	Proteasome B-type subunit	RT		6	0.5	4.50E-04	1.30E-02	3.20E-05	4.494850022
	INTERPRO	"Translation elongation factor EF1A/initiation factor IF2gamma, C-terminal"	RT		6	0.5	4.50E-04	1.30E-02	3.20E-05	4.494850022
	INTERPRO	"K Homology domain, type 1"	RT		11	0.8	2.00E-04	6.30E-03	3.70E-05	4.431798276
	INTERPRO	K Homology domain	RT		11	0.8	2.00E-04	6.30E-03	3.70E-05	4.431798276
	INTERPRO	Translation protein SH3-like domain	RT		7	0.5	4.10E-04	1.20E-02	4.20E-05	4.37675071
	INTERPRO	"Ubiquitin-conjugating enzyme, active site"	RT		9	0.7	2.90E-04	8.90E-03	4.30E-05	4.366531544
	INTERPRO	Ubiquitin	RT		14	1.1	2.10E-04	6.60E-03	5.10E-05	4.292429824
	INTERPRO	"Histidine kinase-like ATPase, ATP-binding domain"	RT		7	0.5	6.00E-04	1.70E-02	6.70E-05	4.173925197
	INTERPRO	"Actinin-type, actin-binding, conserved site"	RT		8	0.6	5.90E-04	1.70E-02	8.30E-05	4.080921908
	INTERPRO	Rpn11/EIF3F C-terminal domain	RT		4	0.3	2.80E-03	6.60E-02	9.80E-05	4.008773924
	INTERPRO	Eukaryotic porin/Tom40	RT		4	0.3	2.80E-03	6.60E-02	9.80E-05	4.008773924
	INTERPRO	Porin domain	RT		4	0.3	2.80E-03	6.60E-02	9.80E-05	4.008773924
	INTERPRO	JAB1/Mov34/MPN/PAD-1	RT		6	0.5	1.10E-03	3.00E-02	1.10E-04	3.958607315
	INTERPRO	"Ubiquitin-conjugating enzyme, E2"	RT		11	0.8	5.60E-04	1.60E-02	1.20E-04	3.920818754
	INTERPRO	Prefoldin	RT		5	0.4	2.00E-03	4.90E-02	1.40E-04	3.853871964
	INTERPRO	Histone H5	RT		5	0.4	2.00E-03	4.90E-02	1.40E-04	3.853871964
	INTERPRO	"Glutathione S-transferase, C-terminal"	RT		8	0.6	1.00E-03	2.80E-02	1.60E-04	3.795880017
	INTERPRO	Ribonucleoprotein LSM domain	RT		7	0.5	1.60E-03	4.10E-02	2.20E-04	3.657577319
	INTERPRO	Heat shock chaperonin-binding	RT		5	0.4	3.10E-03	7.10E-02	2.60E-04	3.585026652
	INTERPRO	Anticodon-binding	RT		5	0.4	3.10E-03	7.10E-02	2.60E-04	3.585026652
	INTERPRO	"Peptidase M24, structural domain"	RT		5	0.4	3.10E-03	7.10E-02	2.60E-04	3.585026652
	INTERPRO	Heat shock protein Hsp90	RT		6	0.5	2.30E-03	5.80E-02	2.70E-04	3.568636236
	INTERPRO	Glutamine amidotransferase	RT		4	0.3	5.20E-03	1.10E-01	2.80E-04	3.552841969
	INTERPRO	"Valyl/Leucyl/Isoleucyl-tRNA synthetase, class Ia, editing domain"	RT		4	0.3	5.20E-03	1.10E-01	2.80E-04	3.552841969
	INTERPRO	"Valyl/Leucyl/Isoleucyl-tRNA synthetase, class I, anticodon-binding"	RT		4	0.3	5.20E-03	1.10E-01	2.80E-04	3.552841969
	INTERPRO	"Aminoacyl-tRNA synthetase, class Ia"	RT		4	0.3	5.20E-03	1.10E-01	2.80E-04	3.552841969
	INTERPRO	"Ribosomal protein S5 domain 2-type fold, subgroup"	RT		7	0.5	2.10E-03	5.20E-02	3.10E-04	3.508638306
	INTERPRO	"Proteasome activator pa28, REG beta subunit"	RT		3	0.2	1.30E-02	2.20E-01	3.10E-04	3.508638306
	INTERPRO	"Porin, eukaryotic type"	RT		3	0.2	1.30E-02	2.20E-01	3.10E-04	3.508638306
	INTERPRO	"Proteasome activator pa28, REG alpha/beta subunit"	RT		3	0.2	1.30E-02	2.20E-01	3.10E-04	3.508638306
	INTERPRO	ADF/Cofilin/Destrin	RT		3	0.2	1.30E-02	2.20E-01	3.10E-04	3.508638306
	INTERPRO	"HMG box A DNA-binding domain, conserved site"	RT		3	0.2	1.30E-02	2.20E-01	3.10E-04	3.508638306
	INTERPRO	"Proteasome activator pa28, REG alpha subunit"	RT		3	0.2	1.30E-02	2.20E-01	3.10E-04	3.508638306
	INTERPRO	Like-Sm (LSM) domain	RT		7	0.5	3.50E-03	7.70E-02	5.90E-04	3.229147988
	INTERPRO	Ribosomal protein L2 domain 2	RT		7	0.5	3.50E-03	7.70E-02	5.90E-04	3.229147988
	INTERPRO	"Metalloenzyme, LuxS/M16 peptidase-like"	RT		4	0.3	8.70E-03	1.70E-01	6.10E-04	3.214670165
	INTERPRO	"Peptidase M16, C-terminal domain"	RT		4	0.3	8.70E-03	1.70E-01	6.10E-04	3.214670165
	INTERPRO	"Peptidase M16, N-terminal"	RT		4	0.3	8.70E-03	1.70E-01	6.10E-04	3.214670165
	INTERPRO	Phosphoribosyltransferase domain	RT		5	0.4	6.60E-03	1.40E-01	7.40E-04	3.13076828
	INTERPRO	"EF-Hand 1, calcium-binding site"	RT		25	1.9	1.70E-03	4.30E-02	7.60E-04	3.119186408
	INTERPRO	"Peptidyl-prolyl cis-trans isomerase, FKBP-type, domain"	RT		6	0.5	5.70E-03	1.20E-01	8.60E-04	3.065501549
	INTERPRO	SAP domain	RT		7	0.5	5.40E-03	1.10E-01	1.00E-03	3
	INTERPRO	"Pyridine nucleotide-disulphide oxidoreductase, FAD/NAD(P)-binding domain"	RT		5	0.4	9.00E-03	1.70E-01	1.10E-03	2.958607315
