Protein IDs,Protein names,Gene names,Razor + unique peptides,Sequence coverage [%],Mol. weight [kDa],Sequence length,Q-value,Score,Intensity,Peptide IDs,Evidence IDs,Best MS/MS
Q9BV57,Acireductone dioxygenase (Acireductone dioxygenase (Fe(2+)-requiring)) (ARD') (Fe-ARD) (EC 1.13.11.54) (Acireductone dioxygenase (Ni(2+)-requiring)) (ARD) (Ni-ARD) (EC 1.13.11.53) (Membrane-type 1 matrix metalloproteinase cytoplasmic tail-binding protein 1) (MTCBP-1) (Submergence-induced protein-like factor) (Sip-L),ADI1 MTCBP1 HMFT1638,4,24.6,21.498,179,0.0,12.453,45531000.0,4017;4056;9953;16699,14058;14190;34689;34690;34691;58666;58667;58668;58669;58670;58671;58672;58673,14607
Q9BV86,"N-terminal Xaa-Pro-Lys N-methyltransferase 1 (EC 2.1.1.244) (Alpha N-terminal protein methyltransferase 1A) (Methyltransferase-like protein 11A) (N-terminal RCC1 methyltransferase) (X-Pro-Lys N-terminal protein methyltransferase 1A) (NTM1A) [Cleaved into: N-terminal Xaa-Pro-Lys N-methyltransferase 1, N-terminally processed]",NTMT1 C9orf32 METTL11A NRMT NRMT1 AD-003,3,22.0,25.387,223,0.0,15.893,9533200.0,4547;8034;27107,16054;16055;16056;28088;28089;93328,16722
Q9BVC5,Ashwin,C2orf49,3,20.7,25.858,232,0.0,24.361,9583600.0,4877;19160;26005,17185;66671;66672;66673;89526;89527,17882
Q9BVC6,Voltage-gated monoatomic cation channel TMEM109 (Mitsugumin-23) (Mg23) (Transmembrane protein 109),TMEM109,2,8.6,26.21,243,0.0,4.719,13873000.0,3447;5615,12131;12132;19964;19965;19966,12626
Q9BVG4,Protein PBDC1 (Polysaccharide biosynthesis domain-containing protein 1),PBDC1 CXorf26,5,28.8,26.056,233,0.0,32.903,35169000.0,2882;13021;16712;17779;27905,10103;45758;45759;45760;45761;45762;45763;45764;58697;58698;62296;96446;96447,10526
Q9BVI4,Nucleolar complex protein 4 homolog (NOC4 protein homolog) (NOC4-like protein) (Nucleolar complex-associated protein 4-like protein),NOC4L,5,13.6,58.467,516,0.0,29.693,19567000.0,9578;17346;19734;19804;23085,33373;33374;33375;33376;60736;68760;68970;68971;68972;79846,34691
Q9BVJ6,U3 small nucleolar RNA-associated protein 14 homolog A (Antigen NY-CO-16) (Serologically defined colon cancer antigen 16),UTP14A SDCCAG16,6,12.5,87.977,771,0.0,26.397,8961700.0,5992;21041;23363;27396;29444;29491,21239;73217;80536;94249;102332;102448,22077
Q9BVK6,Transmembrane emp24 domain-containing protein 9 (GMP25) (Glycoprotein 25L2) (p24 family protein alpha-2) (p24alpha2) (p25),TMED9 GP25L2,7,32.8,27.277,235,0.0,42.849,143500000.0,2984;4058;19085;22523;22731;22846;22984,10481;10482;10483;14198;14199;14200;66474;78243;78244;78245;78246;78247;78248;78249;78830;78831;78832;78833;79130;79577,10929
Q9BVL2,Nucleoporin p58/p45 (58 kDa nucleoporin) (Nucleoporin-like protein 1),NUP58 KIAA0410 NUPL1,3,7.7,60.896,599,0.0,19.083,16371000.0,1629;26304;26908,5682;5683;5684;90677;92741;92742,5917
Q9BVP2,Guanine nucleotide-binding protein-like 3 (E2-induced gene 3 protein) (Novel nucleolar protein 47) (NNP47) (Nucleolar GTP-binding protein 3) (Nucleostemin),GNL3 E2IG3 NS,11,28.6,61.992,549,0.0,65.525,58955000.0,3866;7280;10421;13505;15039;15642;19620;22327;24823;28487;28566,13544;25630;36409;36410;36411;36412;36413;36414;47703;53370;53371;53372;53373;55260;55261;55262;55263;68263;68264;77597;77598;77599;77600;85560;85561;98680;98681;98682;98683;98684;98976,14078
Q9BVV7,"Mitochondrial import inner membrane translocase subunit Tim21 (TIM21-like protein, mitochondrial)",TIMM21 C18orf55 TIM21 HSPC154,2,9.7,28.202,248,0.0,5.6562,3415600.0,10506;24225,36722;83533,38164
Q9BW19,Kinesin-like protein KIFC1 (Kinesin-like protein 2) (Kinesin-related protein HSET),KIFC1 HSET KNSL2,4,7.4,73.747,673,0.0,11.796,30540000.0,8020;27271;29303;29348,27993;93824;93825;93826;93827;93828;101823;101824;101969,29099
Q9BW27,Nuclear pore complex protein Nup85 (85 kDa nucleoporin) (FROUNT) (Nucleoporin Nup75) (Nucleoporin Nup85) (Pericentrin-1),NUP85 NUP75 PCNT1,8,16.9,75.019,656,0.0,28.577,14643000.0,3083;5411;9861;12927;13949;14093;26766;31015,10770;19162;34352;45348;45349;49369;49928;92293;107831,11221
Q9BW91,"ADP-ribose pyrophosphatase, mitochondrial (EC 3.6.1.13) (ADP-ribose diphosphatase) (ADP-ribose phosphohydrolase) (Adenosine diphosphoribose pyrophosphatase) (ADPR-PPase) (Nucleoside diphosphate-linked moiety X motif 9) (Nudix motif 9)",NUDT9 NUDT10 PSEC0099 UNQ3012/PRO9771,2,6.6,39.125,350,0.00029753,3.6613,2808800.0,12268;30111,43118;104662,44864
Q9BWD1,"Acetyl-CoA acetyltransferase, cytosolic (EC 2.3.1.9) (Acetyl-CoA transferase-like protein) (Cytosolic acetoacetyl-CoA thiolase)",ACAT2 ACTL,16,66.0,41.35,397,0.0,264.1,1447700000.0,1072;1969;2611;6652;6936;12217;13316;13922;14727;17919;20319;21965;23028;26416;27829;29152,3695;3696;3697;3698;3699;6912;6913;6914;6915;6916;9186;9187;9188;9189;9190;9191;9192;9193;9194;9195;9196;9197;23626;23627;23628;23629;24539;24540;24541;42942;42943;42944;42945;42946;42947;42948;42949;42950;46902;46903;46904;46905;46906;46907;49241;49242;49243;52243;52244;52245;52246;52247;52248;52249;52250;52251;52252;52253;52254;52255;52256;52257;52258;52259;52260;52261;62778;62779;62780;62781;62782;62783;62784;62785;62786;62787;62788;62789;62790;62791;62792;62793;62794;62795;62796;62797;70824;70825;70826;70827;70828;70829;70830;76406;76407;76408;76409;76410;76411;76412;76413;79709;79710;91097;91098;91099;91100;91101;91102;91103;96090;101220;101221;101222;101223;101224;101225;101226;101227;101228,3845
Q9BWF3,RNA-binding protein 4 (Lark homolog) (hLark) (RNA-binding motif protein 4) (RNA-binding motif protein 4a),RBM4 RBM4A,11,40.9,40.313,364,0.0,30.171,72889000.0,634;1427;5275;10874;12352;17576;17623;21756;25659;27657;28807,2222;4953;18569;37986;37987;37988;37989;37990;43368;61634;61635;61636;61760;61761;61762;75739;75740;75741;75742;88376;95379;95380;95381;95382;100009;100010,2312
Q9BWJ5,Splicing factor 3B subunit 5 (SF3b5) (Pre-mRNA-splicing factor SF3b 10 kDa subunit),SF3B5 SF3B10,4,55.8,10.135,86,0.0,15.001,66879000.0,20283;30174;30836;31335,70693;70694;70695;70696;104816;104817;104818;107183;107184;107185;107186;107187;107188;108892;108893,74126
Q9BWM7,Sideroflexin-3,SFXN3,2,15.3,35.503,321,0.0,5.006,1845100.0,9569;22443;30147,33335;33336;33337;33338;33339;78014;104750,34648
Q9BWU0,Kanadaptin (Human lung cancer oncogene 3 protein) (HLC-3) (Kidney anion exchanger adapter protein) (Solute carrier family 4 anion exchanger member 1 adapter protein),SLC4A1AP HLC3,11,22.0,82.89,742,0.0,48.849,29375000.0,486;2017;2407;5476;12928;16131;17195;22520;24380;26084;27314,7112;8458;19389;45350;45351;45352;45353;56763;60175;78230;84097;89829;89830;93992,7412
Q9BX40,Protein LSM14 homolog B (RNA-associated protein 55B) (hRAP55B),LSM14B C20orf40 FAM61B RAP55B,3,15.6,42.07,385,0.0,23.472,6282800.0,24890;25764;30567,85768;88727;106137;106138,89775
Q9BX68,"Adenosine 5'-monophosphoramidase HINT2 (EC 3.9.1.-) (HINT-3) (HIT-17kDa) (Histidine triad nucleotide-binding protein 2, mitochondrial) (HINT-2) (PKCI-1-related HIT protein)",HINT2,3,31.9,17.162,163,0.0,29.754,24881000.0,5069;14402;24606,17825;17826;17827;17828;17829;17830;17831;50920;50921;50922;84819;84820,18548
Q9BXJ9,"N-alpha-acetyltransferase 15, NatA auxiliary subunit (Gastric cancer antigen Ga19) (N-terminal acetyltransferase) (NMDA receptor-regulated protein 1) (Protein tubedown-1) (Tbdn100)",NAA15 GA19 NARG1 NATH TBDN100,13,16.4,101.27,866,0.0,28.811,53091000.0,1268;1637;5438;5535;6358;13751;16333;17218;21317;21473;23237;28227;30141,4365;4366;4367;4368;5703;19247;19248;19636;19637;22543;48689;57386;60230;60231;74157;74158;74732;74733;74734;80220;80221;97670;97671;97672;104731,4552
Q9BXP5,Serrate RNA effector molecule homolog (Arsenite-resistance protein 2),SRRT ARS2 ASR2,27,32.6,100.67,876,0.0,166.54,234370000.0,724;990;4109;4154;6085;7706;7999;9586;9587;9976;13764;13765;14356;14658;15037;16067;16145;17500;17703;18999;20069;21892;23842;27024;27737;30782;30783,2582;2583;2584;2585;2586;3410;3411;3412;3413;14350;14351;14526;14527;21551;21552;21553;21554;21555;26907;26908;26909;27930;27931;33406;33407;33408;33409;33410;33411;33412;33413;33414;34752;48737;48738;48739;48740;48741;48742;48743;50761;50762;50763;51960;53365;53366;53367;56577;56805;61385;61386;62028;62029;62030;66219;66220;69921;69922;69923;76154;76155;76156;76157;76158;82158;93094;93095;93096;93097;95700;95701;106954;106955;106956,2681
Q9BXR0,Queuine tRNA-ribosyltransferase catalytic subunit 1 (EC 2.4.2.64) (Guanine insertion enzyme) (tRNA-guanine transglycosylase),QTRT1 TGT TGUT,3,10.9,44.047,403,0.0,12.769,13034000.0,986;5192;8796,3402;3403;3404;18268;18269;30771,3536
Q9BXS5,AP-1 complex subunit mu-1 (AP-mu chain family member mu1A) (Adaptor protein complex AP-1 subunit mu-1) (Adaptor-related protein complex 1 subunit mu-1) (Clathrin assembly protein complex 1 mu-1 medium chain 1) (Clathrin coat assembly protein AP47) (Clathrin coat-associated protein AP47) (Golgi adaptor HA1/AP1 adaptin mu-1 subunit) (Mu-adaptin 1) (Mu1A-adaptin),AP1M1 CLTNM,8,24.3,48.586,423,0.0,53.387,61487000.0,8615;12426;13869;17113;23543;23867;25297;25460,30168;30169;30170;30171;43603;49076;49077;49078;59955;59956;81078;82266;82267;87074;87075;87076;87077;87078;87660,31347
Q9BXY0,Protein MAK16 homolog (NNP78) (Protein RBM13),MAK16 RBM13,3,13.7,35.368,300,0.0,8.8165,3950100.0,1577;1613;20408,5496;5621;71076,5724
Q9BY32,Inosine triphosphate pyrophosphatase (ITPase) (Inosine triphosphatase) (EC 3.6.1.9) (Non-canonical purine NTP pyrophosphatase) (Non-standard purine NTP pyrophosphatase) (Nucleoside-triphosphate diphosphatase) (Nucleoside-triphosphate pyrophosphatase) (NTPase) (Putative oncogene protein hlc14-06-p),ITPA C20orf37 My049 OK/SW-cl.9,7,59.3,21.445,194,0.0,52.971,123910000.0,286;9871;12980;14636;15628;17902;23581,34386;34387;34388;45580;45581;45582;45583;45584;45585;45586;51877;51878;51879;51880;51881;51882;51883;51884;55216;55217;55218;62731;62732;62733;62734;62735;81187;81188;81189;81190,35744
Q9BY42,Replication termination factor 2 (RTF2) (Replication termination factor 2 domain-containing protein 1),RTF2 C20orf43 RTFDC1 AD-007 CDA05 HSPC164 HSPC169,5,21.9,33.886,306,0.0,19.323,21681000.0,117;9941;19054;24245;26247,351;352;353;354;355;34638;66388;83596;90447,368
Q9BY43,Charged multivesicular body protein 4a (Chromatin-modifying protein 4a) (CHMP4a) (SNF7 homolog associated with Alix-2) (SNF7-1) (hSnf-1) (Vacuolar protein sorting-associated protein 32-1) (Vps32-1) (hVps32-1),CHMP4A C14orf123 SHAX2 CDA04 HSPC134,7,39.2,25.098,222,0.0,29.069,77001000.0,5508;6725;8639;14234;15967;18688;27912,19548;23823;23824;23825;30230;30231;30232;30233;50381;50382;50383;50384;50385;50386;56248;56249;56250;65252;65253;65254;65255;96476;96477,20328
Q9BY44,"Eukaryotic translation initiation factor 2A (eIF-2A) (65 kDa eukaryotic translation initiation factor 2A) [Cleaved into: Eukaryotic translation initiation factor 2A, N-terminally processed]",EIF2A CDA02 MSTP004 MSTP089,10,30.9,64.989,585,0.0,108.44,113010000.0,3713;3720;13979;17563;17772;19864;21612;21695;23687;26478,13036;13037;13038;13039;13040;13050;49575;49576;49577;61599;61600;62260;62261;62262;69164;69165;69166;69167;69168;75206;75207;75208;75510;81622;81623;81624;91343;91344;91345;91346;91347;91348,13555
Q9BY49,"Peroxisomal trans-2-enoyl-CoA reductase (TERP) (EC 1.3.1.38) (2,4-dienoyl-CoA reductase-related protein) (DCR-RP) (HPDHase) (Short chain dehydrogenase/reductase family 29C member 1) (pVI-ARL)",PECR SDR29C1 PRO1004,9,49.5,32.544,303,0.0,64.923,100410000.0,6413;6992;9713;13977;14000;20741;24688;25360;25630,22767;22768;24759;24760;24761;33829;49573;49646;49647;49648;72260;72261;85088;85089;85090;85091;85092;87332;87333;87334;88277;88278;88279;88280;88281;88282;88283;88284,23694
Q9BY50,Signal peptidase complex catalytic subunit SEC11C (EC 3.4.21.89) (Microsomal signal peptidase 21 kDa subunit) (SPase 21 kDa subunit) (SEC11 homolog C) (SEC11-like protein 3) (SPC21),SEC11C SEC11L3 SPC21 SPCS4C,2,15.6,21.542,192,0.0,7.4084,4466500.0,1004;9957,3473;34701,3612
Q9BY67,Cell adhesion molecule 1 (Immunoglobulin superfamily member 4) (IgSF4) (Nectin-like protein 2) (NECL-2) (Spermatogenic immunoglobulin superfamily) (SgIgSF) (Synaptic cell adhesion molecule) (SynCAM) (Tumor suppressor in lung cancer 1) (TSLC-1),CADM1 IGSF4 IGSF4A NECL2 SYNCAM TSLC1,10,36.0,48.509,442,0.0,140.91,69635000.0,2973;6166;9667;9668;9669;11765;23644;28511;30623;30958,10426;21810;21811;33671;33672;33673;33674;33675;33676;41199;41200;81440;81441;98766;98767;98768;98769;98770;98771;106383;107652;107653;107654;107655,10870
Q9BY77,Polymerase delta-interacting protein 3 (46 kDa DNA polymerase delta interaction protein) (p46) (S6K1 Aly/REF-like target) (SKAR),POLDIP3 KIAA1649 PDIP46,12,39.4,46.089,421,0.0,66.668,106300000.0,488;5995;14038;14976;19587;22570;23406;25153;25204;26459;26733;29955,21246;49750;53177;53178;53179;68144;78366;80630;86574;86575;86576;86810;86811;86812;86813;91269;91270;91271;92201;92202;92203;92204;104138;104139;104140,22084
Q9BYC8,"Large ribosomal subunit protein bL32m (39S ribosomal protein L32, mitochondrial) (L32mt) (MRP-L32)",MRPL32 HSPC283,2,12.2,21.405,188,0.0,32.601,14342000.0,2043;2044,7179;7180;7181;7182;7183;7184,7480
Q9BYC9,"Large ribosomal subunit protein bL20m (39S ribosomal protein L20, mitochondrial) (L20mt) (MRP-L20)",MRPL20,3,27.5,17.442,149,0.0,10.358,16541000.0,12115;14448;31119,42570;51132;51133;108143;108144;108145,44228
Q9BYD2,"Large ribosomal subunit protein bL9m (39S ribosomal protein L9, mitochondrial) (L9mt) (MRP-L9)",MRPL9,7,28.5,30.243,267,0.0,34.976,42674000.0,7279;18214;18215;21117;29286;30164;31443,25627;25628;25629;63779;63780;63781;63782;63783;63784;63785;73469;73470;73471;101759;101760;104790;109261;109262;109263;109264,26666
Q9BYD3,"Large ribosomal subunit protein uL4m (39S ribosomal protein L4, mitochondrial) (L4mt) (MRP-L4)",MRPL4 CDABP0091 CGI-28,6,23.8,34.919,311,0.0,22.667,36500000.0,2501;11329;16223;26144;28165;28419,8790;8791;39594;57065;57066;90044;90045;97392;98409;98410;98411;98412;98413;98414;98415,9164
Q9BYD6,"Large ribosomal subunit protein uL1m (39S ribosomal protein L1, mitochondrial) (L1mt) (MRP-L1)",MRPL1 BM-022,7,25.8,36.908,325,0.0,39.371,49909000.0,9280;12737;15793;21645;25271;27823;27913,32333;32334;32335;32336;44661;44662;44663;55699;75318;75319;75320;75321;75322;87014;87015;96060;96061;96062;96063;96064;96065;96478,33594
Q9BYG3,MKI67 FHA domain-interacting nucleolar phosphoprotein (Nucleolar phosphoprotein Nopp34) (Nucleolar protein interacting with the FHA domain of pKI-67) (hNIFK),NIFK MKI67IP NOPP34,12,46.4,34.222,293,0.0,68.982,92229000.0,2515;5953;6913;10614;11957;15325;15561;15979;16272;25079;27380;29523,8833;8834;8835;21141;21142;21143;24457;24458;37084;37085;42053;54252;54253;54254;54255;54256;55026;56279;56280;56281;56282;57231;86350;86351;86352;86353;94205;94206;102554;102555;102556;102557,9207
Q9BYN0,Sulfiredoxin-1 (EC 1.8.98.2),SRXN1 C20orf139 SRX SRX1,2,17.5,14.259,137,0.0,6.3838,5578600.0,12712;12713,44583;44584;44585;44586,46454
Q9BYN8,"Small ribosomal subunit protein mS26 (28S ribosomal protein S13, mitochondrial) (MRP-S13) (S13mt) (28S ribosomal protein S26, mitochondrial) (MRP-S26) (S26mt)",MRPS26 C20orf193 RPMS13,3,15.6,24.211,205,0.0,8.5972,23366000.0,6277;7585;14866,22224;26552;26553;26554;52737;52738;52739;52740,23110
Q9BYT8,"Neurolysin, mitochondrial (EC 3.4.24.16) (Angiotensin-binding protein) (Microsomal endopeptidase) (MEP) (Mitochondrial oligopeptidase M) (Neurotensin endopeptidase)",NLN AGTBP KIAA1226,11,20.2,80.651,704,0.0,35.809,28133000.0,289;748;14657;20863;21127;21146;25985;28020;29623;30143;31265,933;2648;51959;72636;73499;73554;73555;89479;96839;102872;104740;104741;104742;108645,971
Q9BZE1,"Large ribosomal subunit protein mL37 (39S ribosomal protein L2, mitochondrial) (L2mt) (MRP-L2) (39S ribosomal protein L37, mitochondrial) (L37mt) (MRP-L37)",MRPL37 MRPL2 RPML2 HSPC235,8,27.0,48.117,423,0.0,36.191,27639000.0,7983;16071;17674;20715;24900;28836;29996;30062,27883;27884;56594;61941;61942;72175;85794;85795;85796;100117;104284;104527;104528,28986
Q9BZE4,GTP-binding protein 4 (Chronic renal failure gene protein) (GTP-binding protein NGB) (Nucleolar GTP-binding protein 1),GTPBP4 CRFG NOG1,15,25.4,73.964,634,0.0,39.649,100110000.0,586;3346;3475;9489;12629;12747;15621;16033;16511;19190;21205;23070;24547;26950;30296,2040;2041;2042;2043;11765;11766;12199;12200;12201;12202;12203;33047;33048;33049;44311;44312;44692;55206;55207;55208;55209;56452;56453;57949;66776;66777;73759;73760;79806;84625;84626;84627;92830;92831;92832;105194,2126
Q9BZE9,Tether containing UBX domain for GLUT4 (Alveolar soft part sarcoma chromosomal region candidate gene 1 protein) (Alveolar soft part sarcoma locus) (Renal papillary cell carcinoma protein 17) (UBX domain-containing protein 9),ASPSCR1 ASPL RCC17 TUG UBXD9 UBXN9,14,32.5,60.182,553,0.0,170.57,144880000.0,151;1917;3437;7567;9948;16958;23206;23911;23912;24143;24144;24656;26876;31419,469;470;471;6727;6728;6729;12107;12108;26525;34679;34680;59499;59500;80155;80156;80157;82394;82395;82396;82397;82398;82399;82400;82401;82402;83240;83241;84970;92658;92659;92660;92661;109172;109173;109174;109175,486
Q9BZF1,Oxysterol-binding protein-related protein 8 (ORP-8) (OSBP-related protein 8),OSBPL8 KIAA1451 ORP8 OSBP10,2,3.8,101.19,889,0.0,11.921,1955200.0,1897;10628,6664;37133,6953
Q9BZJ0,Crooked neck-like protein 1 (Crooked neck homolog) (hCrn),CRNKL1 CRN CGI-201 MSTP021,7,9.7,100.45,848,0.0,17.405,17234000.0,6896;9558;10618;14462;19546;23987;31367,24403;24404;33297;37097;37098;37099;37100;51178;68013;82705;109009,25401
Q9BZK7,F-box-like/WD repeat-containing protein TBL1XR1 (Nuclear receptor corepressor/HDAC3 complex subunit TBLR1) (TBL1-related protein 1) (Transducin beta-like 1X-related protein 1),TBL1XR1 IRA1 TBLR1,3,7.6,55.594,514,0.0,10.633,13358000.0,24349;26162;27264,83965;90120;93806;93807;93808,87892
Q9BZX2,Uridine-cytidine kinase 2 (UCK 2) (EC 2.7.1.48) (Cytidine monophosphokinase 2) (Testis-specific protein TSA903) (Uridine monophosphokinase 2),UCK2 UMPK,2,9.6,29.299,261,0.0,8.9085,3833300.0,11375;29030,39752;100763,41303
Q9BZZ5,Apoptosis inhibitor 5 (API-5) (Antiapoptosis clone 11 protein) (AAC-11) (Cell migration-inducing gene 8 protein) (Fibroblast growth factor 2-interacting factor) (FIF) (Protein XAGL),API5 MIG8,11,26.7,59.004,524,0.0,62.497,114440000.0,2277;3274;7060;8055;8056;11697;14532;15691;21757;22682;26206,7998;7999;8000;11522;11523;11524;11525;11526;11527;11528;11529;24950;24951;24952;24953;28171;28172;28173;28174;40947;40948;51454;51455;51456;51457;51458;51459;51460;51461;55429;55430;75743;75744;75745;75746;75747;78679;78680;78681;90332;90333,8336
Q9C0B1,Alpha-ketoglutarate-dependent dioxygenase FTO (Fat mass and obesity-associated protein) (U6 small nuclear RNA (2'-O-methyladenosine-N(6)-)-demethylase FTO) (EC 1.14.11.-) (U6 small nuclear RNA N(6)-methyladenosine-demethylase FTO) (EC 1.14.11.-) (mRNA (2'-O-methyladenosine-N(6)-)-demethylase FTO) (m6A(m)-demethylase FTO) (EC 1.14.11.-) (mRNA N(6)-methyladenosine demethylase FTO) (EC 1.14.11.53) (tRNA N1-methyl adenine demethylase FTO) (EC 1.14.11.-),FTO KIAA1752,6,14.5,58.281,505,0.0,16.935,19605000.0,349;3328;5650;8185;17271;28428,1176;11719;11720;20084;28617;28618;60420;98454,1223
Q9C0C9,(E3-independent) E2 ubiquitin-conjugating enzyme (EC 2.3.2.24) (E2/E3 hybrid ubiquitin-protein ligase UBE2O) (Ubiquitin carrier protein O) (Ubiquitin-conjugating enzyme E2 O) (Ubiquitin-conjugating enzyme E2 of 230 kDa) (Ubiquitin-conjugating enzyme E2-230K) (Ubiquitin-protein ligase O),UBE2O KIAA1734,11,11.2,141.29,1292,0.0,50.89,47580000.0,11025;12859;13154;13364;15087;17699;19991;23306;24194;28234;29429,38530;45109;45110;46276;47106;53498;53499;53500;62020;69589;80406;83403;83404;83405;83406;97710;97711;97712;102278;102279,40045
Q9C0D9,Ethanolaminephosphotransferase 1 (hEPT1) (EC 2.7.8.1) (Selenoprotein I) (SelI),SELENOI EPT1 KIAA1724 SELI,2,4.5,45.228,397,0.0,11.963,20673000.0,1178;1179,4049;4050;4051;4052;4053,4218
Q9C0E8,Endoplasmic reticulum junction formation protein lunapark (ER junction formation factor lunapark),LNPK KIAA1715 LNP,3,7.7,47.739,428,0.0,4.7898,6973800.0,4912;14630;21253,17298;17299;17300;51860;73917,18000
Q9C0I1,Myotubularin-related protein 12 (Inactive phosphatidylinositol 3-phosphatase 12) (Phosphatidylinositol 3 phosphate 3-phosphatase adapter subunit) (3-PAP) (3-phosphatase adapter protein),MTMR12 KIAA1682 PIP3AP,3,6.8,86.147,747,0.0,14.924,5174300.0,12759;14718;17205,44725;44726;52199;60196,46604
Q9C0J8,pre-mRNA 3' end processing protein WDR33 (WD repeat-containing protein 33) (WD repeat-containing protein of 146 kDa),WDR33 WDC146,4,5.0,145.89,1336,0.0,12.79,5423900.0,1354;11254;14105;15086,4710;39352;49967;53497,4907
Q9GZL7,Ribosome biogenesis protein WDR12 (WD repeat-containing protein 12),WDR12,10,38.3,47.707,423,0.0,85.021,57027000.0,1994;9691;10540;14758;24306;28305;29010;30027;30314;30439,7043;33777;33778;33779;33780;36834;36835;36836;36837;36838;36839;36840;52363;83775;97979;97980;97981;100695;104400;104401;104402;105238;105704;105705,7341
Q9GZN8,Adipose-secreted signaling protein,ADISSP C20orf27,2,13.8,19.291,174,0.0,7.0686,36936000.0,5616;18293,19967;19968;19969;19970;19971;19972;19973;19974;63996;63997,20765
Q9GZR7,ATP-dependent RNA helicase DDX24 (EC 3.6.4.13) (DEAD box protein 24),DDX24,9,15.0,96.331,859,0.0,43.685,26229000.0,612;3397;4049;6847;14990;21624;23928;26234;26541,2131;11931;14163;14164;24246;24247;53221;75242;82463;82464;82465;90413;91548;91549;91550,2219
Q9GZS1,DNA-directed RNA polymerase I subunit RPA49 (RNA polymerase I subunit A49) (DNA-directed RNA polymerase I subunit E) (RNA polymerase I-associated factor 1) (RNA polymerase I-associated factor 53),POLR1E PAF53 PRAF1,2,5.5,47.26,419,0.0074033,2.1971,1647300.0,120;19257,67009,70289
Q9GZS3,"Superkiller complex protein 8 (Ski8) (Meiotic recombination REC14 protein homolog) (WD repeat-containing protein 61) [Cleaved into: Superkiller complex protein 8, N-terminally processed (WD repeat-containing protein 61, N-terminally processed)]",SKIC8 WDR61,5,28.2,33.58,305,0.0,47.678,26251000.0,7314;24251;24662;26803;29153,25723;83610;83611;84986;84987;84988;84989;92405;92406;92407;101229;101230,26760
Q9GZT3,"SRA stem-loop-interacting RNA-binding protein, mitochondrial",SLIRP C14orf156 DC23 DC50 PD04872,7,65.1,12.349,109,0.0,22.046,204210000.0,6408;10951;14134;18666;18667;20610;24318,22754;22755;38289;38290;38291;38292;50056;50057;50058;65211;65212;71789;71790;71791;71792;71793;71794;83826;83827;83828;83829;83830,23678
Q9GZT8,NIF3-like protein 1 (Amyotrophic lateral sclerosis 2 chromosomal region candidate gene 1 protein),NIF3L1 ALS2CR1 MDS015 My018,5,21.2,41.968,377,0.0,18.758,25829000.0,4483;10605;14004;26011;28414,15809;15810;37053;49656;89554;89555;89556;89557;89558;98400,16442
Q9GZT9,Egl nine homolog 1 (EC 1.14.11.29) (Hypoxia-inducible factor prolyl hydroxylase 2) (HIF-PH2) (HIF-prolyl hydroxylase 2) (HPH-2) (Prolyl hydroxylase domain-containing protein 2) (PHD2) (SM-20),EGLN1 C1orf12 PNAS-118 PNAS-137,2,4.7,46.02,426,0.0044893,2.609,4147600.0,9447;12617,32896;44286,34196
Q9GZU2,Paternally-expressed gene 3 protein (Zinc finger and SCAN domain-containing protein 24),PEG3 KIAA0287 ZSCAN24,24,20.3,180.83,1588,0.0,109.03,179170000.0,969;2421;3598;4397;5346;7297;7855;9853;10168;10600;11541;13422;21132;21394;24236;24442;24739;24970;25493;25494;25526;27853;29066;30776,3320;8501;12652;15418;15419;15420;15421;15422;15423;18890;18891;18892;18893;25679;25680;25681;27416;27417;34316;35465;37043;37044;40344;40345;47405;73509;74421;83559;84278;84279;84280;85227;85228;85994;85995;87772;87773;87888;87889;87890;96191;96192;96193;96194;96195;100859;100860;100861;106938;106939,3448
Q9GZU8,PSME3-interacting protein (NEFA-interacting nuclear protein NIP30) (PA28G-interacting protein),PSME3IP1 C16orf94 FAM192A NIP30 PIP30 CDA018 CDA10,3,16.1,28.912,254,0.0,9.5374,4975500.0,10859;15824;16007,37946;55825;56375,39445
Q9GZY8,Mitochondrial fission factor,MFF C2orf33 AD030 AD033 GL004,3,21.9,38.464,342,0.0,29.736,11109000.0,10486;14733;29025,36652;36653;52284;100735;100736,38090
Q9GZZ1,N-alpha-acetyltransferase 50 (hNaa50p) (EC 2.3.1.258) (N-acetyltransferase 13) (N-acetyltransferase 5) (hNAT5) (N-acetyltransferase san homolog) (hSAN) (N-epsilon-acetyltransferase 50) (EC 2.3.1.-) (NatE catalytic subunit),NAA50 MAK3 NAT13 NAT5,9,45.6,19.398,169,0.0,20.668,127620000.0,5159;8730;13110;13122;18491;23153;27945;27946;29302,18144;30515;30516;46128;46129;46130;46131;46181;46182;46183;46184;64703;80015;96575;96576;96577;96578;96579;96580;101820;101821;101822,18872
Q9GZZ9,Ubiquitin-like modifier-activating enzyme 5 (Ubiquitin-activating enzyme 5) (ThiFP1) (UFM1-activating enzyme) (Ubiquitin-activating enzyme E1 domain-containing protein 1),UBA5 UBE1DC1,5,20.3,44.863,404,0.0,25.09,15174000.0,15960;17175;18157;20831;29338,56235;56236;56237;60111;60112;63573;72541;101937,58973
Q9H061,Transmembrane protein 126A,TMEM126A,2,14.9,21.527,195,0.0,4.8728,2044300.0,12708;31213,44572;108503,46443
