Protein IDs,Protein names,Gene names,Razor + unique peptides,Sequence coverage [%],Mol. weight [kDa],Sequence length,Q-value,Score,Intensity,Peptide IDs,Evidence IDs,Best MS/MS
Q14847,Ephrin type-A receptor 7 (EC 2.7.10.1) (EPH homology kinase 3) (EHK-3) (EPH-like kinase 11) (EK11) (hEK11),EPHA7 EHK3 HEK11,8,28.0,29.717,998,0.0,18.726,202960000,132;2919;5684;8463;11967;14008;14422;16654,631;632;13030;13031;26368;38568;38569;54026;54027;63266;63267;65336;65337;76062,902
Q14956-2,Ras suppressor protein 1 (RSP-1) (Rsu-1),RSU1 RSP1,8,15.0,62.642,277,0.0,123.51,1991900000,1411;1792;3088;3338;3684;4773;4774;7680,6806;6807;6808;6809;7734;7735;14359;14360;14361;14362;14363;14364;14365;14366;14367;14368;14369;15151;15152;16826;22148;22149;35888;35889,9362
Q14982-3,Ficolin-2 (37 kDa elastin-binding protein) (Collagen/fibrinogen domain-containing protein 2) (EBP-37) (Ficolin-B) (Ficolin-beta) (Hucolin) (L-ficolin) (Serum lectin p35),FCN2 FCNL,4,24.0,33.574,313,0.0,16.554,99461000,3621;5877;7931;11649;13481;13483,16508;27160;36874;52556;61002;61003;61004;61005;61007,22426
Q15043-2,Microtubule-associated protein RP/EB family member 2 (APC-binding protein EB2) (End-binding protein 2) (EB2),MAPRE2 RP1,3,9.4,52.838,327,0.0,24.931,202400000,770;7388;16590,3270;34976;34977;34978;75817;75818;75819;75820,4556
Q15056-2,Transforming growth factor-beta-induced protein ig-h3 (Beta ig-h3) (Kerato-epithelin) (RGD-containing collagen-associated protein) (RGD-CAP),TGFBI BIGH3,3,28.9,25.2,683,0.0,16.121,39743000,3930;6359;14612,18193;29903;66696,24851
Q15063,Microtubule-associated protein RP/EB family member 1 (APC-binding protein EB1) (End-binding protein 1) (EB1),MAPRE1,32,48.2,93.313,268,0.0,323.31,10948000000,5;2796;3577;3749;3899;4802;5123;5413;5627;5972;5973;6333;6334;7255;7434;7453;7485;7831;7832;8529;9472;9512;10706;12100;13028;13741;14594;14857;15199;15283;15362;15517,9;10;11;12517;12518;12519;12520;16404;16405;17115;18008;18009;18010;18011;18012;22217;24077;24078;24079;25372;25373;25374;25375;26105;26106;26107;26108;28277;28278;28279;28280;29843;29844;29845;29846;29847;34446;34447;35094;35095;35096;35097;35098;35099;35149;35150;35245;35246;36460;36461;36462;36463;38746;42606;42695;42696;48429;48430;54667;54668;58547;62240;62241;62242;62243;66519;66520;66521;66522;66523;68417;68418;68419;69582;69583;69584;69585;69586;69789;70129;70130;70684;70685;70686;70687;70688;70689;70690;70691;70692,12
Q15084-3,"Myosin light chain kinase, smooth muscle (MLCK) (smMLCK) (EC 2.7.11.18) (Kinase-related protein) (KRP) (Telokin) [Cleaved into: Myosin light chain kinase, smooth muscle, deglutamylated form]",MYLK MLCK MLCK1 MYLK1,11,33.2,47.837,1914,0.0,59.428,470770000,3038;5595;6331;6389;6390;8567;10860;11089;11143;13753;14009,14098;14099;25943;25944;29840;29841;29977;29978;38876;38877;38878;49351;49352;50330;50331;50490;62280;63268;63269;63270,19126
Q15113,Chitinase-3-like protein 2 (Chondrocyte protein 39) (YKL-39),CHI3L2,22,62.8,47.972,390,0.0,323.31,15266000000,1192;3320;4066;4591;4594;4617;5592;5657;6567;8107;8233;10487;11311;13212;13346;13873;14020;14063;15086;16469;16492;16493,5943;5944;15108;15109;15110;15111;15112;18705;18706;18707;18708;18709;21527;21528;21529;21530;21531;21542;21543;21544;21545;21608;21609;21610;25934;25935;25936;25937;25938;26207;30861;30862;30863;30864;37638;37888;37889;47334;47335;47336;51119;51120;51121;59876;59877;60466;60467;60468;60469;60470;60471;62788;62789;62790;62791;63284;63285;63286;63287;63288;63289;63290;63399;63400;63401;69183;69184;69185;69186;69187;75243;75244;75245;75246;75247;75317;75318;75319;75320;75321;75322,8234
Q15166,Neuronal pentraxin-1 (NP1) (Neuronal pentraxin I) (NP-I),NPTX1,13,51.4,39.607,432,0.0,164.47,1940800000,945;2724;3855;5617;6718;7320;7758;9450;10785;13552;15325;16830;17059,4782;4783;4784;4785;12266;12267;17832;26055;26056;31860;31861;31862;34748;34749;34750;34751;36112;42515;48701;48702;48703;48704;61370;61371;61372;69940;69941;69942;69943;69944;69945;76847;76848;77834;77835;77836;77837,6600
Q15185-4,Cystatin-M (Cystatin-6) (Cystatin-E),CST6,6,44.6,16.476,149,0.0,18.041,114420000,3057;6863;8201;9599;9953;13033,14210;32262;37837;43063;44312;44313;44314;58559,19274
Q15223-3,Adipogenesis regulatory factor (Adipogenesis factor rich in obesity) (Adipose most abundant gene transcript 2 protein) (Adipose-specific protein 2) (apM-2),ADIRF AFRO APM2 C10orf116,10,42.9,39.149,76,0.0,88.116,1394800000,3231;4206;5528;6195;7915;8858;9280;11403;11899;15006,14800;19693;25770;29278;29279;36819;36820;39936;39937;39938;41873;41874;51428;53725;53726;53727;53728;68902;68903,20028
Q15257-2,"Adiponectin (30 kDa adipocyte complement-related protein) (Adipocyte complement-related 30 kDa protein) (ACRP30) (Adipocyte, C1q and collagen domain-containing protein) (Adipose most abundant gene transcript 1 protein) (apM-1) (Gelatin-binding protein)",ADIPOQ ACDC ACRP30 APM1 GBP28,8,34.7,36.775,244,0.0,38.468,541660000,5009;7227;8146;10030;11919;13312;14924;16275,23276;34335;34336;37733;44641;53904;60275;60276;68610;68611;68612;74133,32264
Q15293,V-type proton ATPase subunit S1 (V-ATPase subunit S1) (Protein XAP-3) (V-ATPase Ac45 subunit) (V-ATPase S1 accessory protein) (Vacuolar proton pump subunit S1),ATP6AP1 ATP6IP1 ATP6S1 VATPS1 XAP3,6,21.5,38.89,470,0.0,21.688,322520000,21;3429;6878;7061;13937;16677,62;15483;15484;15485;32348;32349;33171;62987;76308;76309;76310,82
Q15303-4,Zyxin (Zyxin-2),ZYX,3,2.7,143.97,572,0.0,5.6719,36619000,2281;11947;14614,9335;53968;66699;66700,12511
Q15375-4,Insulin-like growth factor-binding protein 7 (IBP-7) (IGF-binding protein 7) (IGFBP-7) (IGFBP-rP1) (MAC25 protein) (PGI2-stimulating factor) (Prostacyclin-stimulating factor) (Tumor-derived adhesion factor) (TAF),IGFBP7 MAC25 PSF,5,5.9,111.62,282,0.0,27.313,29464000,1516;2059;5503;6420;8789,7102;8578;25715;30103;39747;39748,9734
Q15404,Exostosin-1 (EC 2.4.1.224) (EC 2.4.1.225) (Glucuronosyl-N-acetylglucosaminyl-proteoglycan/N-acetylglucosaminyl-proteoglycan 4-alpha-N-acetylglucosaminyltransferase) (Multiple exostoses protein 1) (Putative tumor suppressor protein EXT1),EXT1,13,63.5,31.54,746,0.0,224.02,1493900000,303;854;2680;3720;3871;5644;6865;6890;6891;9728;9982;10864;11073,1132;1133;4474;4475;4476;12086;12087;12088;12089;16940;16941;17876;17877;26161;26162;26163;32268;32269;32388;32389;32390;32391;43439;44405;44406;44407;44408;49356;49357;49358;49359;50213;50214;50215,1533
Q15485,DNA damage-binding protein 1 (DDB p127 subunit) (DNA damage-binding protein a) (DDBa) (Damage-specific DNA-binding protein 1) (HBV X-associated protein 1) (XAP-1) (UV-damaged DNA-binding factor) (UV-damaged DNA-binding protein 1) (UV-DDB 1) (XPE-binding factor) (XPE-BF) (Xeroderma pigmentosum group E-complementing protein) (XPCe),DDB1 XAP1,7,22.0,34.001,1140,0.0,99.404,392220000,6641;9029;10500;12469;12470;14930;14955,31464;31465;40741;47391;55962;55963;55964;68622;68710;68711;68712,43218
Q15555-4,"Hsp90 co-chaperone Cdc37 (Hsp90 chaperone protein kinase-targeting subunit) (p50Cdc37) [Cleaved into: Hsp90 co-chaperone Cdc37, N-terminally processed]",CDC37 CDC37A,9,36.1,30.691,378,0.0,150.29,465330000,2534;3714;4149;4485;5014;8188;8618;8848;9466,10740;10741;16930;19175;20945;23290;23291;23292;37815;39021;39022;39921;42596,14447
Q15582,Dihydropyrimidinase-related protein 2 (DRP-2) (Collapsin response mediator protein 2) (CRMP-2) (N2A3) (Unc-33-like phosphoprotein 2) (ULIP-2),DPYSL2 CRMP2 ULIP2,33,68.2,74.68,572,0.0,323.31,54202000000,102;188;2319;2403;2590;3654;3808;4089;5101;5411;5412;5447;7554;8530;8637;9976;10985;11110;11111;11447;11703;12482;12547;13160;13305;13513;14205;15333;15505;15516;16645;16659;16797,572;573;574;575;576;577;578;579;580;581;582;788;789;790;791;9440;9441;9442;9443;9444;9445;10245;10246;10247;11144;11145;11146;11147;11148;11149;16700;16701;16702;16703;16704;16705;17302;17303;17304;18966;18967;18968;24013;24014;24015;24016;24017;24018;24019;24020;24021;24022;24023;25361;25362;25363;25364;25365;25366;25367;25368;25369;25370;25371;25506;25507;25508;25509;25510;25511;25512;25513;25514;25515;25516;35414;35415;35416;38747;39106;44372;44373;49818;49819;49820;50384;50385;50386;50387;50388;50389;51644;51645;51646;51647;52983;52984;52985;52986;52987;52988;52989;56042;56259;59726;59727;60249;60250;60251;60252;61243;61244;61245;61246;61247;61248;61249;63989;63990;63991;63992;63993;63994;63995;63996;63997;63998;63999;64000;64001;64002;64003;64004;64005;64006;64007;69960;69961;69962;69963;69964;69965;69966;70633;70634;70635;70636;70637;70638;70653;70654;70655;70656;70657;70658;70659;70660;70661;70662;70663;70664;70665;70666;70667;70668;70669;70670;70671;70672;70673;70674;70675;70676;70677;70678;70679;70680;70681;70682;70683;76044;76045;76046;76047;76117;76118;76119;76120;76121;76122;76123;76124;76125;76126;76127;76128;76129;76130;76663;76664;76665;76666;76667,840
Q15691,Extracellular matrix protein 1 (Secretory component p85),ECM1,5,23.1,29.999,540,0.0,27.204,278990000,3111;4149;5013;7592;10006;10776,14449;19175;23287;23288;23289;35652;44511;44512;48668,19562
Q15746-9,BDNF/NT-3 growth factors receptor (EC 2.7.10.1) (GP145-TrkB) (Trk-B) (Neurotrophic tyrosine kinase receptor type 2) (TrkB tyrosine kinase) (Tropomyosin-related kinase B),NTRK2 TRKB,2,2.8,80.409,822,0.0,3.8007,12885000,10138;14689,45019;66932,60876
Q15782-6,C-C motif chemokine 14 (Chemokine CC-1/CC-3) (HCC-1/HCC-3) (HCC-1(1-74)) (NCC-2) (Small-inducible cytokine A14) [Cleaved into: HCC-1(3-74); HCC-1(4-74); HCC-1(9-74)],CCL14 NCC2 SCYA14,5,17.1,42.508,93,0.0,14.066,81517000,2489;6156;9440;9687;10759,10621;28955;42466;43280;43281;48611,14299
Q15818,Fascin (55 kDa actin-bundling protein) (Singed-like protein) (p55),FSCN1 FAN1 HSN SNL,2,7.6,47.122,493,0.0,6.3141,19735000,1556;14361,7192;64642,9840
Q15828,C-C motif chemokine 15 (Chemokine CC-2) (HCC-2) (Leukotactin-1) (LKN-1) (MIP-1 delta) (Macrophage inflammatory protein 5) (MIP-5) (Mrp-2b) (NCC-3) (Small-inducible cytokine A15) [Cleaved into: CCL15(22-92); CCL15(25-92); CCL15(29-92)],CCL15 MIP5 NCC3 SCYA15,7,63.1,16.511,113,0.0,76.421,3234800000,77;1011;1485;2634;15883;16566;16567,421;422;4994;4995;4996;7040;7041;7042;11257;11258;11259;11260;72108;72109;72110;72111;72112;72113;75758;75759;75760;75761;75762;75763,628
Q15847,"Alpha-mannosidase 2 (EC 3.2.1.114) (Golgi alpha-mannosidase II) (AMan II) (Man II) (Mannosidase alpha class 2A member 1) (Mannosyl-oligosaccharide 1,3-1,6-alpha-mannosidase)",MAN2A1 MANA2,2,59.2,7.8547,1144,0.0,33.006,42005000,11975;13713,54099;62106;62107;62108,72824
Q15848,Laminin subunit alpha-3 (Epiligrin 170 kDa subunit) (E170) (Epiligrin subunit alpha) (Kalinin subunit alpha) (Laminin-5 subunit alpha) (Laminin-6 subunit alpha) (Laminin-7 subunit alpha) (Nicein subunit alpha),LAMA3 LAMNA,6,36.5,26.413,3333,0.0,61.951,3277400000,5463;5478;5666;7344;10731;12525,25546;25547;25548;25549;25628;25629;26222;34853;34854;34855;34856;48475;48476;56165;56166;56167;56168;56169;56170;56171;56172;56173;56174;56175;56176;56177;56178;56179;56180;56181;56182,35200
Q15904,"Discoidin domain-containing receptor 2 (Discoidin domain receptor 2) (EC 2.7.10.1) (CD167 antigen-like family member B) (Discoidin domain-containing receptor tyrosine kinase 2) (Neurotrophic tyrosine kinase, receptor-related 3) (Receptor protein-tyrosine kinase TKT) (Tyrosine-protein kinase TYRO10) (CD antigen CD167b)",DDR2 NTRKR3 TKT TYRO10,4,12.8,52.025,855,0.0,32.267,44489000,4398;9851;11222;12696,20308;43801;50739;56897,28080
Q15942,Membrane primary amine oxidase (EC 1.4.3.21) (Copper amine oxidase) (HPAO) (Semicarbazide-sensitive amine oxidase) (SSAO) (Vascular adhesion protein 1) (VAP-1),AOC3 VAP1,9,22.7,61.277,763,0.0,74.815,954810000,1726;1850;5107;5108;6203;11713;11900;15595;15811,7610;7909;24034;24035;24036;29309;29310;29311;53125;53729;71041;71042;71888;71889;71890;71891;71892;71893,10366
Q16270-2,Transmembrane protein 132A (HSPA5-binding protein 1),TMEM132A HSPA5BP1 KIAA1583,12,44.4,28.86,1023,0.0,108.74,3102700000,402;1961;2699;5553;5839;6418;6605;6741;12282;13365;13896;13897,1468;1469;1470;1471;8180;8181;8182;8183;8184;12194;25852;25853;25854;26957;30098;30099;30100;30101;31382;31383;31384;31916;31917;31918;55335;55336;55337;60512;60513;60514;62871;62872;62873;62874;62875,1980
Q16394,Triokinase/FMN cyclase (Bifunctional ATP-dependent dihydroxyacetone kinase/FAD-AMP lyase (cyclizing)) [Includes: ATP-dependent dihydroxyacetone kinase (DHA kinase) (EC 2.7.1.28) (EC 2.7.1.29) (Glycerone kinase) (Triokinase) (Triose kinase); FAD-AMP lyase (cyclizing) (EC 4.6.1.15) (FAD-AMP lyase (cyclic FMN forming)) (FMN cyclase)],TKFC DAK,20,35.1,86.254,575,0.0,213.68,2421700000,1069;2013;4282;4980;5288;6973;7104;7982;8775;9433;9495;10325;10568;10951;11973;12934;16177;16187;16338;16372,5215;5216;5217;8434;8435;19850;23019;24774;32690;33745;33746;33747;33748;37151;37152;37153;37154;37155;39632;39633;42395;42396;42650;42651;45957;45958;48055;48056;49601;49602;54096;54097;58274;58275;73823;73824;73866;74363;74364;74557,7164
Q16531,Galectin-related protein (Galectin-like protein) (Lectin galactoside-binding-like protein),LGALSL GRP HSPC159,5,4.4,126.97,172,0.0,8.1483,35822000,858;2574;3276;8828;10067,4503;11031;14997;39879;44780,6234
Q16543,"Alpha-(1,3)-fucosyltransferase 11 (EC 2.4.1.-) (Fucosyltransferase XI) (Fuc-TXI) (FucT-XI) (Galactoside 3-L-fucosyltransferase 11) (Fucosyltransferase 11)",FUT11,4,12.7,44.468,492,0.0,5.2764,48180000,3851;9088;9669;13866,17824;40999;43215;62779,24352
Q16555,Glucoside xylosyltransferase 1 (EC 2.4.2.42) (Glycosyltransferase 8 domain-containing protein 3),GXYLT1 GLT8D3,4,11.9,62.293,440,0.0,47.336,65752000,625;2396;7984;13368,2777;10216;37159;60520,3891
Q16610,Cell adhesion molecule-related/down-regulated by oncogenes,CDON CDO,34,64.8,60.673,1287,0.0,323.31,110630000000,147;940;1353;1354;1457;1458;2408;2741;3883;3929;4373;4583;5069;6935;6936;8746;9454;9948;10170;10766;10819;10908;11188;11399;11650;11851;12168;12169;12947;13331;14079;14478;15923;16456,673;674;675;676;677;678;679;680;681;682;683;684;4772;4773;4774;6531;6532;6533;6534;6535;6536;6943;6944;6945;6946;6947;6948;6949;6950;6951;10267;10268;10269;10270;10271;12323;12324;12325;12326;12327;12328;17902;17903;17904;17905;17906;17907;17908;17909;17910;17911;17912;17913;17914;17915;17916;17917;17918;18189;18190;18191;18192;20151;20152;20153;20154;20155;20156;20157;20158;20159;21495;21496;21497;21498;21499;21500;21501;23447;23448;23449;23450;32524;32525;32526;32527;32528;32529;32530;32531;39418;39419;39420;39421;39422;39423;39424;39425;39426;39427;39428;39429;39430;39431;39432;39433;39434;39435;39436;39437;39438;39439;39440;39441;39442;39443;39444;39445;39446;39447;39448;39449;39450;39451;39452;39453;39454;39455;39456;42524;42525;42526;42527;42528;42529;42530;42531;42532;42533;44300;44301;44302;44303;45097;45098;45099;45100;45101;48648;49165;49166;49167;49168;49169;49170;49171;49459;49460;49461;49462;50646;50647;50648;50649;50650;50651;51422;52557;52558;52559;52560;52561;52562;52563;52564;52565;52566;52567;52568;52569;52570;52571;53593;54938;54939;54940;54941;54942;54943;54944;54945;54946;54947;54948;58341;58342;58343;58344;60424;60425;60426;60427;60428;63462;63463;63464;65563;65564;65565;65566;65567;65568;65569;72401;72402;72403;72404;72405;72406;72407;72408;72409;72410;72411;72412;72413;72414;72415;72416;75151;75152;75153;75154;75155,973
Q16620-2,Fibulin-7 (FIBL-7),FBLN7 TM14,5,20.5,53.051,439,0.0,106.2,360490000,6843;8015;12340;13003;13421,32218;32219;32220;37218;37219;37220;55504;55505;58488;58489;58490;58491;60736;60737,44149
Q16627,Protein sidekick-2,SDK2 KIAA1514,5,43.0,10.678,2172,0.0,115.94,389080000,5833;7621;11338;12280;12281,26947;35715;35716;35717;35718;35719;35720;51177;55332;55333;55334,37009
Q16658,Neuropeptide-like protein C4orf48,C4orf48 Chr4_55,9,20.9,54.529,95,0.0,19.489,147420000,1031;4409;4885;5562;9241;10575;13453;15558;16717,5109;20343;22587;25874;25875;41696;48078;60913;70815;76434,7036
Q16663,BOS complex subunit NOMO2 (Nodal modulator 2) (pM5 protein 2),NOMO2,2,31.0,12.248,1267,0.0,22.798,376590000,12074;13635,54486;54487;61797;61798,73319
Q16706,Transport and Golgi organization protein 1 homolog (TANGO1) (C219-reactive peptide) (D320) (Melanoma inhibitory activity protein 3),MIA3 KIAA0268 TANGO UNQ6077/PRO20088,57,57.2,131.14,1907,0.0,323.31,12674000000,27;474;534;2484;2490;2938;3107;3358;4726;4833;4932;5115;5285;5823;5969;5970;6435;7152;7449;7545;7623;7736;7737;7738;7854;8049;8177;8239;8954;9304;9533;9633;9978;10021;10216;10836;10874;10946;11292;11424;11651;12216;12387;12834;12835;12915;13322;13967;14199;14470;14993;15204;15452;16397;16398;16458;16792,74;75;76;2320;2321;2322;2514;2515;2516;2517;2518;10612;10613;10614;10622;10623;10624;10625;13431;14442;14443;15255;22021;22022;22296;22297;22298;22689;22690;22691;22692;22693;24047;24048;24049;24767;24768;24769;24770;26926;28268;28269;28270;28271;28272;28273;30378;30379;30380;30381;34002;34003;35139;35396;35723;35724;35725;35726;36016;36017;36018;36019;36020;36021;36022;36023;36024;36025;36026;36528;37499;37794;37900;40449;40450;40451;40452;40453;40454;41928;41929;41930;42764;42765;43123;43124;43125;43126;43127;43128;44376;44377;44622;44623;44624;45211;45212;49220;49221;49222;49376;49377;49586;49587;49588;51046;51047;51048;51049;51050;51598;52572;52573;55135;55136;55698;57894;57895;57896;57897;57898;57899;57900;57901;58225;58226;60394;60395;60396;63055;63969;63970;65533;65534;65535;65536;65537;65538;65539;65540;68877;68878;69593;70351;70352;70353;70354;74633;74634;74635;74636;75158;75159;75160;76653;76654;76655,99
Q16787-3,NHL repeat-containing protein 3,NHLRC3,12,4.2,360.21,347,0.0,23.145,168600000,287;506;519;1448;4041;4356;4559;4730;6745;9514;11101;13082,1094;1095;1096;1097;2389;2480;2481;6927;18612;20122;21452;22028;31924;42699;50367;59331,1486
Q16832,WD repeat-containing protein 44 (Rabphilin-11),WDR44 RPH11,5,8.4,96.735,913,0.0,31.847,149620000,5233;6677;12103;12688;15242,24621;24622;31724;54672;54673;54674;56833;69698,33978
Q16853,Collectin-12 (Collectin placenta protein 1) (CL-P1) (hCL-P1) (Nurse cell scavenger receptor 2) (Scavenger receptor class A member 4) (Scavenger receptor with C-type lectin),COLEC12 CLP1 NSR2 SCARA4 SRCL,21,33.3,84.621,742,0.0,323.31,13797000000,6;1977;1978;3239;3453;3925;6510;6768;8319;9089;9090;9353;10172;10935;11393;12427;13300;14863;16872;16990;17013,12;13;14;8218;8219;8220;8221;8222;8223;8224;14812;14813;14814;14815;15531;18176;30709;30710;30711;30712;31968;31969;31970;31971;38080;38081;38082;38083;38084;38085;38086;38087;38088;38089;38090;41000;41001;41002;41003;41004;42041;42042;42043;42044;42045;42046;42047;42048;42049;42050;42051;42052;45105;45106;45107;45108;45109;49518;49519;49520;49521;49522;49523;51348;51349;51350;51351;51352;55826;55827;55828;55829;55830;55831;55832;60224;60225;60226;60227;60228;60229;60230;60231;68433;68434;76963;76964;77392;77393;77469;77470;77471;77472,16
Q24JP5-4,Lymphocyte antigen 6 complex locus protein G6f,LY6G6F C6orf21 G6F LY6G6D NG32,3,4.8,83.097,297,0.0,5.186,21359000,4845;7272;10017,22448;34564;44612,31127
Q3LXA3,"Glycoprotein endo-alpha-1,2-mannosidase (Endo-alpha mannosidase) (Endomannosidase) (hEndo) (EC 3.2.1.130) (Mandaselin)",MANEA,11,24.9,58.946,462,0.0,84.051,7491300000,602;3616;5956;8892;9196;9912;10278;14802;14839;14840;14905,2699;16498;27906;40091;40092;40093;41618;44101;45632;68199;68372;68373;68374;68375;68376;68377;68549,3799
Q3ZCW2,Guanine deaminase,GDA,7,41.9,18.986,393,0.0,48.472,951380000,5544;5545;7644;7773;9268;15020;15143,25809;25810;25811;35827;36142;36143;36144;36145;41804;41805;68977;68978;69362;69363;69364,35552
Q495W5,Trem-like transcript 2 protein (TLT-2) (Triggering receptor expressed on myeloid cells-like protein 2),TREML2 C6orf76 TLT2 UNQ6268/PRO20473,5,11.6,55.815,321,0.0,15.582,71027000,767;5244;6819;9690;10263,3266;24647;32162;43284;43285;43286;45573,4552
Q4G148-2,cDNA FLJ75147,,9,22.7,46.8,723,0.0,17.482,310670000,1342;5337;6584;8963;8972;9768;10362;10603;12536,6508;24921;30910;30911;40530;40561;43585;43586;43587;46562;46563;46564;48138;56220;56221,8987
Q4KMG0-2,Protocadherin 9,PCDH9 hCG_2026614,5,5.3,136.53,1032,0.0,12.638,231020000,1416;2291;2304;7847;13301,6834;9353;9387;36508;60232;60233,9397
Q53RD9-2,Myomesin-3 (Myomesin family member 3),MYOM3,5,10.2,42.8,1437,0.0,3.1063,35377000,1861;5814;11850;11952;15896,7926;26869;26870;53592;53978;72325,10750
Q58EX2-2,VWFA and cache domain-containing protein 1 (Cache domain-containing protein 1),CACHD1 KIAA1573 VWCD1,9,5.9,211.18,1274,0.0,23.925,237290000,2215;7136;12113;12152;13497;14206;14276;14466;15995,9020;33951;54702;54793;61042;64008;64294;65460;65461;72764,12137
Q5BLP8,Platelet endothelial aggregation receptor 1 (hPEAR1) (Multiple epidermal growth factor-like domains protein 12) (Multiple EGF-like domains protein 12),PEAR1 MEGF12,2,18.9,10.17,1037,0.0,2.5958,91392000,13677;13922,61924;61925;62939,83353
Q5JPE7-2,LDL receptor related protein 11,LRP11,23,29.7,134.19,325,0.0,202.77,1253000000,3361;3404;3663;3678;3890;4133;4664;4897;5370;6022;6255;6798;7124;7771;9207;12672;13090;13407;15289;15468;15557;15725;15745,15262;15263;15264;15404;16725;16726;16727;16814;16815;17974;19126;21770;21771;22616;25098;28434;29522;29523;29524;29525;32050;33871;33872;36137;36138;36139;41631;41632;56785;56786;59351;60689;60690;60691;69813;69814;70423;70424;70814;71594;71634;71635,20622
Q5JRA6-2,CD276 antigen (4Ig-B7-H3) (B7 homolog 3) (B7-H3) (Costimulatory molecule) (CD antigen CD276),CD276 B7H3 PSEC0249 UNQ309/PRO352,5,3.6,206.89,534,0.0,36.024,80400000,2563;5114;5531;8194;10803,10993;24046;25782;37824;49017,14746
Q5JS37-2,Vasorin (Protein slit-like 2),VASN SLITL2 UNQ314/PRO357/PRO1282,3,13.9,31.054,673,0.0,11.743,25242000,4966;7609;17038,22934;35691;35692;77609,31806
Q5JSH3-4,"Secreted frizzled-related protein 4 (sFRP-4) (Frizzled protein, human endometrium) (FrpHE)",SFRP4 FRPHE,7,13.5,91.271,346,0.0,92.963,105260000,318;3947;5727;9755;9996;13819;16664,1165;18239;26623;43558;44490;62612;76263,1570
Q5KU26,N-fatty-acyl-amino acid synthase/hydrolase PM20D1 (EC 3.5.1.114) (EC 3.5.1.14) (Peptidase M20 domain-containing protein 1),PM20D1,4,4.7,81.514,502,0.0,4.2365,128550000,1952;2845;3717;16288,8157;12780;16935;74199,11035
Q5SQ64,Twinfilin-2 (A6-related protein) (hA6RP) (Protein tyrosine kinase 9-like) (Twinfilin-1-like protein),TWF2 PTK9L MSTP011,4,19.2,32.464,349,0.0,10.718,60275000,18;1682;15715;16137,44;7520;71555;73349,59
Q5SRI9,Tectonic-3,TCTN3 C10orf61 TECT3 PSEC0041 UNQ1881/PRO4324,2,5.4,53.67,607,0.004084,1.6752,18843000,11125;16627,50447;50448;75956,68049
Q5SZC6,Endoplasmic reticulum aminopeptidase 2 (EC 3.4.11.-) (Leukocyte-derived arginine aminopeptidase) (L-RAP),ERAP2 LRAP,4,17.8,44.188,960,0.0,44.662,66833000,1042;3486;5043;8667,5143;15811;23362;39166,7073
Q5T2D2,Protein GOLM2 (Cancer susceptibility candidate gene 4 protein) (CASC4) (Golgi membrane protein 2),GOLM2 CASC4 UNQ2573/PRO6308,2,7.5,35.126,436,0.0,14.778,65160000,9348;16765,42032;42033;76584,56998
Q5TCJ5,Palmitoleoyl-protein carboxylesterase NOTUM (EC 3.1.1.98) (hNOTUM),NOTUM OK/SW-CL.30,11,19.5,79.712,496,0.0,69.598,542390000,817;985;2348;2755;3233;6048;8520;13375;13751;14217;17068,3989;4862;4863;9575;12365;14804;14805;28550;28551;38734;60531;60532;60533;62278;64031;77850;77851,5464
Q5VT82,Polypeptide N-acetylgalactosaminyltransferase 18 (EC 2.4.1.41) (Polypeptide GalNAc transferase 18) (GalNAc-T18) (Polypeptide GalNAc transferase-like protein 4) (GalNAc-T-like protein 4) (pp-GaNTase-like protein 4) (Polypeptide N-acetylgalactosaminyltransferase-like protein 4) (Protein-UDP acetylgalactosaminyltransferase-like protein 4) (UDP-GalNAc:polypeptide N-acetylgalactosaminyltransferase-like protein 4),GALNT18 GALNTL4,4,6.1,113.71,607,0.0,19.284,31557000,1341;3452;15816;15955,6507;15530;71903;72518,8986
Q5VTT5-2,von Willebrand factor A domain-containing protein 1,VWA1,8,10.6,136.28,445,0.0,55.258,186130000,2988;3303;4575;6204;13476;13539;13581;13893,13754;15083;21477;29312;60965;61313;61637;61638;61639;62866,18594
Q5VU97,Apolipoprotein A-V (Apo-AV) (ApoA-V) (Apolipoprotein A5) (Regeneration-associated protein 3),APOA5 RAP3 UNQ411/PRO773,7,5.7,142.29,366,0.0,7.6881,36158000,1959;2601;7325;8700;10907;13777;13963,8166;11173;34774;39280;49458;62350;63049,11044
Q5VY43,Chondroitin sulfate proteoglycan 4 (Chondroitin sulfate proteoglycan NG2) (Melanoma chondroitin sulfate proteoglycan) (Melanoma-associated chondroitin sulfate proteoglycan),CSPG4 MCSP,13,17.9,110.67,2322,0.0,196.16,1287300000,1445;1473;1579;1612;1613;1774;1779;1812;1881;4743;5618;6238;8708,6917;6918;7006;7268;7340;7341;7342;7704;7712;7792;7980;7981;22050;22051;26057;26058;26059;29479;29480;29481;39314,9509
Q5VYB9,Protein O-glucosyltransferase 2 (EC 2.4.1.-) (Endoplasmic reticulum resident protein 58) (ER protein 58) (ERp58) (KDEL motif-containing protein 1) (Protein O-xylosyltransferase POGLUT2) (EC 2.4.2.-),POGLUT2 EP58 KDELC1 UNQ1910/PRO4357,4,17.5,34.694,502,0.0,8.6001,78639000,485;2905;11496;11849,2347;12985;51758;53591,3364
