Protein IDs,Protein names,Gene Names,LNCaP/RWPE-1 normalized median-scaling 1st,LNCaP/RWPE-1 normalized median-scaling 2nd,LNCaP/RWPE-1 normalized median-scaling 3rd,Best MS/MS
Q8TAT6,Nuclear protein localization protein 4 homolog (Protein NPL4),NPLOC4 KIAA1499 NPL4,0.998325948,1.199463748,1.124457594,9410
Q8TBA6,Golgin subfamily A member 5 (Cell proliferation-inducing gene 31 protein) (Golgin-84) (Protein Ret-II) (RET-fused gene 5 protein),GOLGA5 RETII RFG5 PIG31,1.016051206,1.118225566,0.975069034,26697
Q8TBC4,NEDD8-activating enzyme E1 catalytic subunit (EC 6.2.1.64) (NEDD8-activating enzyme E1C) (Ubiquitin-activating enzyme E1C) (Ubiquitin-like modifier-activating enzyme 3) (Ubiquitin-activating enzyme 3),UBA3 UBE1C,1.149679961,1.16244635,1.111143984,9532
Q8TC07,TBC1 domain family member 15 (GTPase-activating protein RAB7) (GAP for RAB7) (Rab7-GAP),TBC1D15,1.000098474,1.060598481,1.124063116,73635
Q8TC12,Retinol dehydrogenase 11 (EC 1.1.1.300) (Androgen-regulated short-chain dehydrogenase/reductase 1) (HCV core-binding protein HCBP12) (Prostate short-chain dehydrogenase/reductase 1) (Retinal reductase 1) (RalR1) (Short chain dehydrogenase/reductase family 7C member 1),RDH11 ARSDR1 PSDR1 SDR7C1 CGI-82,2.571442639,2.572308985,2.540927022,77083
Q8TCJ2,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit STT3B (Oligosaccharyl transferase subunit STT3B) (STT3-B) (EC 2.4.99.18) (Source of immunodominant MHC-associated peptides homolog),STT3B SIMP,0.530339734,0.548277691,0.539151874,9153
Q8TCS8,"Polyribonucleotide nucleotidyltransferase 1, mitochondrial (EC 2.7.7.8) (3'-5' RNA exonuclease OLD35) (PNPase old-35) (Polynucleotide phosphorylase 1) (PNPase 1) (Polynucleotide phosphorylase-like protein)",PNPT1 PNPASE,1.383456425,1.424369454,1.509861933,31983
Q8TCT9,Minor histocompatibility antigen H13 (EC 3.4.23.-) (Intramembrane protease 1) (IMP-1) (IMPAS-1) (hIMP1) (Presenilin-like protein 3) (Signal peptide peptidase),HM13 H13 IMP1 PSL3 SPP MSTP086,0.952033481,0.988684682,0.880779093,71650
Q8TDN6,Ribosome biogenesis protein BRX1 homolog (Brix domain-containing protein 2),BRIX1 BRIX BXDC2,0.819950763,0.574670095,0.723254438,81229
Q8TEM1,Nuclear pore membrane glycoprotein 210 (Nuclear pore protein gp210) (Nuclear envelope pore membrane protein POM 210) (POM210) (Nucleoporin Nup210) (Pore membrane protein of 210 kDa),NUP210 KIAA0906 PSEC0245,2.572131955,3.618800836,4.596548323,28775
Q8TEX9,Importin-4 (Imp4) (Importin-4b) (Imp4b) (Ran-binding protein 4) (RanBP4),IPO4 IMP4B RANBP4,0.940315116,0.836493152,0.887633136,1909
Q8WTT2,Nucleolar complex protein 3 homolog (NOC3 protein homolog) (Factor for adipocyte differentiation 24) (NOC3-like protein) (Nucleolar complex-associated protein 3-like protein),NOC3L AD24 C10orf117 FAD24,0.62605613,0.61900093,0.669773176,93565
Q8WU90,Zinc finger CCCH domain-containing protein 15 (DRG family-regulatory protein 1) (Likely ortholog of mouse immediate early response erythropoietin 4),ZC3H15 DFRP1 LEREPO4 HSPC303 HT010 MSTP012 PP730,0.602530773,0.546917051,0.575138067,43026
Q8WUM0,Nuclear pore complex protein Nup133 (133 kDa nucleoporin) (Nucleoporin Nup133),NUP133,1.293549975,1.287204986,1.209467456,12620
Q8WUM4,Programmed cell death 6-interacting protein (PDCD6-interacting protein) (ALG-2-interacting protein 1) (ALG-2-interacting protein X) (Hp95),PDCD6IP AIP1 ALIX KIAA1375,0.871413097,0.884145548,0.882179487,30389
Q8WVC0,RNA polymerase-associated protein LEO1 (Replicative senescence down-regulated leo1-like protein),LEO1 RDL,1.226686361,1.323221914,1.271893491,24555
Q8WVJ2,NudC domain-containing protein 2,NUDCD2,1.184835057,1.052994908,1.145463511,25575
Q8WVM8,Sec1 family domain-containing protein 1 (SLY1 homolog) (Sly1p) (Syntaxin-binding protein 1-like 2),SCFD1 C14orf163 KIAA0917 STXBP1L2 FKSG23,1.211324471,1.229777996,1.146548323,163
Q8WVV9,Heterogeneous nuclear ribonucleoprotein L-like (hnRNPLL) (Stromal RNA-regulating factor),HNRNPLL HNRPLL SRRF BLOCK24,1.490201871,1.446179704,1.502169625,122517
Q8WVY7,Ubiquitin-like domain-containing CTD phosphatase 1 (EC 3.1.3.16) (Nuclear proteasome inhibitor UBLCP1),UBLCP1,0.629601182,0.558062289,0.601597633,19849
Q8WWC4,"m-AAA protease-interacting protein 1, mitochondrial (Matrix AAA peptidase-interacting protein 1)",MAIP1 C2orf47,1.404825209,1.335927886,1.329585799,73703
Q8WWY3,U4/U6 small nuclear ribonucleoprotein Prp31 (Pre-mRNA-processing factor 31) (Serologically defined breast cancer antigen NY-BR-99) (U4/U6 snRNP 61 kDa protein) (Protein 61K) (hPrp31),PRPF31 PRP31,1.117872969,1.184056507,1.065384615,27599
Q8WX92,Negative elongation factor B (NELF-B) (Cofactor of BRCA1),NELFB COBRA1 KIAA1182,0.841201379,1.034486209,0.63964497,17694
Q8WYA6,Beta-catenin-like protein 1 (Nuclear-associated protein) (NAP) (Testis development protein NYD-SP19),CTNNBL1 C20orf33 PP8304,0.61469227,0.696897542,0.725710059,45716
Q92499,ATP-dependent RNA helicase DDX1 (EC 3.6.4.13) (DEAD box protein 1) (DEAD box protein retinoblastoma) (DBP-RB),DDX1,1.041654357,1.01697798,1.003057199,18662
Q92522,Histone H1.10 (Histone H1x),H1-10 H1FX,1.252880355,1.232179124,1.268737673,21643
Q92538,Golgi-specific brefeldin A-resistance guanine nucleotide exchange factor 1 (BFA-resistant GEF 1),GBF1 KIAA0248,0.893727228,0.901313617,1.190039448,44064
Q92542,Nicastrin,NCSTN KIAA0253 UNQ1874/PRO4317,1.240768095,1.697898012,1.384812623,7281
Q92544,Transmembrane 9 superfamily member 4 (Tumor cannibalism associated protein 1),TM9SF4 KIAA0255 TUCAP1,0.867149188,0.900503237,0.902771203,8992
Q92552,"28S ribosomal protein S27, mitochondrial (MRP-S27) (S27mt) (Mitochondrial ribosomal protein S27) (Mitochondrial small ribosomal subunit protein mS27)",MRPS27 KIAA0264,1.248744461,1.282602823,1.25591716,21834
Q92597,Protein NDRG1 (Differentiation-related gene 1 protein) (DRG-1) (N-myc downstream-regulated gene 1 protein) (Nickel-specific induction protein Cap43) (Reducing agents and tunicamycin-responsive protein) (RTP) (Rit42),NDRG1 CAP43 DRG1 RTP,0.530595766,0.538323012,0.611015779,50595
Q92598,Heat shock protein 105 kDa (Antigen NY-CO-25) (Heat shock 110 kDa protein),HSPH1 HSP105 HSP110 KIAA0201,0.750103397,0.76514962,0.705463511,10690
Q92599,Septin-8,SEPTIN8 KIAA0202 SEPT8,0.446410635,0.456924755,0.428027613,3550
Q92615,La-related protein 4B (La ribonucleoprotein domain family member 4B) (La ribonucleoprotein domain family member 5) (La-related protein 5),LARP4B KIAA0217 LARP5,1.021467258,1.126129281,0.973422091,13572
Q92616,eIF-2-alpha kinase activator GCN1 (GCN1 eIF-2-alpha kinase activator homolog) (GCN1-like protein 1) (General control of amino-acid synthesis 1-like protein 1) (Translational activator GCN1) (HsGCN1),GCN1 GCN1L1 KIAA0219,1.52624323,1.586545676,1.538362919,1147
Q92621,Nuclear pore complex protein Nup205 (205 kDa nucleoporin) (Nucleoporin Nup205),NUP205 C7orf14 KIAA0225,1.038601674,0.917301132,0.96699211,29058
Q92688,Acidic leucine-rich nuclear phosphoprotein 32 family member B (Acidic protein rich in leucines) (Putative HLA-DR-associated protein I-2) (PHAPI2) (Silver-stainable protein SSP29),ANP32B APRIL PHAPI2,0.672023634,0.650445709,0.616469428,82788
Q92734,Protein TFG (TRK-fused gene protein),TFG,0.792978828,0.860704531,0.789822485,162771
Q92747,Actin-related protein 2/3 complex subunit 1A (SOP2-like protein),ARPC1A SOP2L,1.314032496,1.204466099,1.133136095,95100
Q92783,Signal transducing adapter molecule 1 (STAM-1),STAM STAM1,0.786489414,0.704281012,0.764753452,11663
Q92820,Gamma-glutamyl hydrolase (EC 3.4.19.9) (Conjugase) (GH) (Gamma-Glu-X carboxypeptidase),GGH,2.335204333,2.298580333,2.905522682,64709
Q92841,Probable ATP-dependent RNA helicase DDX17 (EC 3.6.4.13) (DEAD box protein 17) (DEAD box protein p72) (DEAD box protein p82) (RNA-dependent helicase p72),DDX17,0.902491384,0.929166708,0.925779093,24332
Q92878,DNA repair protein RAD50 (hRAD50) (EC 3.6.-.-),RAD50,0.999901526,1.031884986,1.002268245,34283
Q92882,Osteoclast-stimulating factor 1,OSTF1,0.829049729,0.848278691,0.891794872,21831
Q92900,Regulator of nonsense transcripts 1 (EC 3.6.4.12) (EC 3.6.4.13) (ATP-dependent helicase RENT1) (Nonsense mRNA reducing factor 1) (NORF1) (Up-frameshift suppressor 1 homolog) (hUpf1),UPF1 KIAA0221 RENT1,1.079763663,1.144738027,0.970088757,7102
Q92905,COP9 signalosome complex subunit 5 (SGN5) (Signalosome subunit 5) (EC 3.4.-.-) (Jun activation domain-binding protein 1),COPS5 CSN5 JAB1,1.171048744,1.237781757,1.249211045,165082
Q92945,Far upstream element-binding protein 2 (FUSE-binding protein 2) (KH type-splicing regulatory protein) (KSRP) (p75),KHSRP FUBP2,1.519940916,1.544525927,1.426725838,14877
Q92973,Transportin-1 (Importin beta-2) (Karyopherin beta-2) (M9 region interaction protein) (MIP),TNPO1 KPNB2 MIP1 TRN,0.827090103,0.821125929,0.791538462,12725
Q92990,Glomulin (FK506-binding protein-associated protein) (FAP) (FKBP-associated protein),GLMN FAP48 FAP68 VMGLOM,1.231117676,1.177853591,1.109566075,18542
Q93008,"Probable ubiquitin carboxyl-terminal hydrolase FAF-X (EC 3.4.19.12) (Deubiquitinating enzyme FAF-X) (Fat facets in mammals) (hFAM) (Fat facets protein-related, X-linked) (Ubiquitin thioesterase FAF-X) (Ubiquitin-specific protease 9, X chromosome) (Ubiquitin-specific-processing protease FAF-X)",USP9X DFFRX FAM USP9,0.979635647,1.042089782,1.003747535,20833
Q93009,Ubiquitin carboxyl-terminal hydrolase 7 (EC 3.4.19.12) (Deubiquitinating enzyme 7) (Herpesvirus-associated ubiquitin-specific protease) (Ubiquitin thioesterase 7) (Ubiquitin-specific-processing protease 7),USP7 HAUSP,1.315017233,1.312216742,1.192504931,11739
Q93050,V-type proton ATPase 116 kDa subunit a 1 (V-ATPase 116 kDa subunit a 1) (Clathrin-coated vesicle/synaptic vesicle proton pump 116 kDa subunit) (Vacuolar adenosine triphosphatase subunit Ac116) (Vacuolar proton pump subunit 1) (Vacuolar proton translocating ATPase 116 kDa subunit a isoform 1),ATP6V0A1 ATP6N1 ATP6N1A VPP1,1.921811915,1.919902354,1.984319527,52463
Q969H8,Myeloid-derived growth factor (MYDGF),MYDGF C19orf10,1.077597243,1.184756836,1.088658777,87098
Q969I3,Glycine N-acyltransferase-like protein 1 (EC 2.3.1.68) (Acyl-CoA:glycine N-acyltransferase-like protein 1) (Glutamine N-acyltransferase),GLYATL1 GNAT,5.300246184,6.317469211,5.536390533,19163
Q969S9,"Ribosome-releasing factor 2, mitochondrial (RRF2mt) (Elongation factor G 2, mitochondrial) (EF-G2mt) (mEF-G 2) (Elongation factor G2) (hEFG2)",GFM2 EFG2 MSTP027,2.185228951,1.990135364,1.822189349,42419
Q969V3,Nicalin (Nicastrin-like protein),NCLN,1.263121615,0.966764379,1.179585799,3115
Q969X5,Endoplasmic reticulum-Golgi intermediate compartment protein 1 (ER-Golgi intermediate compartment 32 kDa protein) (ERGIC-32),ERGIC1 ERGIC32 KIAA1181 HT034,2.140128016,2.148409753,2.097337278,97018
Q969Z0,FAST kinase domain-containing protein 4 (Cell cycle progression restoration protein 2) (Cell cycle progression protein 2) (Protein TBRG4) (Transforming growth factor beta regulator 4),TBRG4 CPR2 FASTKD4 KIAA0948,0.726410635,0.713475333,0.699546351,31251
Q96A26,Protein FAM162A (E2-induced gene 5 protein) (Growth and transformation-dependent protein) (HGTD-P),FAM162A C3orf28 E2IG5 DC16 FWP001,1.675036928,1.980430802,2.035996055,69416
Q96A33,PAT complex subunit CCDC47 (Calumin) (Coiled-coil domain-containing protein 47),CCDC47 GK001 MSTP041 PSEC0077,2.025504677,2.022950787,1.730571992,81137
Q96A35,"39S ribosomal protein L24, mitochondrial (L24mt) (MRP-L24) (Mitochondrial large ribosomal subunit protein uL24m)",MRPL24,1.584736583,1.781937511,1.687771203,5839
Q96A72,Protein mago nashi homolog 2,MAGOHB MAGOH2,0.821437715,0.74753134,0.817061144,31950
Q96AB3,Isochorismatase domain-containing protein 2,ISOC2,3.328311177,2.90476524,2.953550296,84575
Q96AE4,Far upstream element-binding protein 1 (FBP) (FUSE-binding protein 1) (DNA helicase V) (hDH V),FUBP1,0.969522403,0.922873751,0.929566075,35595
Q96AG4,"Leucine-rich repeat-containing protein 59 (Ribosome-binding protein p34) (p34) [Cleaved into: Leucine-rich repeat-containing protein 59, N-terminally processed]",LRRC59 PRO1855,0.727385524,0.726251338,0.715581854,30701
Q96AY3,Peptidyl-prolyl cis-trans isomerase FKBP10 (PPIase FKBP10) (EC 5.2.1.8) (65 kDa FK506-binding protein) (65 kDa FKBP) (FKBP-65) (FK506-binding protein 10) (FKBP-10) (Immunophilin FKBP65) (Rotamase),FKBP10 FKBP65 PSEC0056,0.938237322,1.023080848,1.317554241,28735
Q96BW9,"Phosphatidate cytidylyltransferase, mitochondrial (EC 2.7.7.41) (CDP-diacylglycerol synthase) (CDP-DAG synthase) (Mitochondrial translocator assembly and maintenance protein 41 homolog) (TAM41)",TAMM41 C3orf31,2.196356475,2.033855912,1.964595661,20372
Q96C19,EF-hand domain-containing protein D2 (Swiprosin-1),EFHD2 SWS1,0.173106844,0.189278961,0.166646943,542
Q96C36,Pyrroline-5-carboxylate reductase 2 (P5C reductase 2) (P5CR 2) (EC 1.5.1.2),PYCR2,1.583357952,1.728412354,1.829980276,56177
Q96C86,m7GpppX diphosphatase (EC 3.6.1.59) (DCS-1) (Decapping scavenger enzyme) (Hint-related 7meGMP-directed hydrolase) (Histidine triad nucleotide-binding protein 5) (Histidine triad protein member 5) (HINT-5) (Scavenger mRNA-decapping enzyme DcpS),DCPS DCS1 HINT5 HSPC015,1.856031512,1.611157244,1.81469428,5010
Q96CP2,FLYWCH family member 2,FLYWCH2,2.02127031,1.793643012,1.846745562,13742
Q96CS3,FAS-associated factor 2 (Protein ETEA) (UBX domain-containing protein 3B) (UBX domain-containing protein 8),FAF2 ETEA KIAA0887 UBXD8 UBXN3B,0.859773511,0.816543776,0.74469428,12977
Q96CT7,Coiled-coil domain-containing protein 124,CCDC124,1.846479567,1.863775975,1.704043393,1596
Q96CW1,AP-2 complex subunit mu (AP-2 mu chain) (Adaptin-mu2) (Adaptor protein complex AP-2 subunit mu) (Adaptor-related protein complex 2 subunit mu) (Clathrin assembly protein complex 2 mu medium chain) (Clathrin coat assembly protein AP50) (Clathrin coat-associated protein AP50) (HA2 50 kDa subunit) (Plasma membrane adaptor AP-2 50 kDa protein),AP2M1 CLAPM1 KIAA0109,0.691422944,0.71997839,0.614714004,87668
Q96D46,60S ribosomal export protein NMD3 (hNMD3),NMD3 CGI-07,0.797498769,0.917651296,1.221499014,58603
Q96DB5,Regulator of microtubule dynamics protein 1 (RMD-1) (hRMD-1) (Protein FAM82B),RMDN1 FAM82B CGI-90,2.042048252,1.995237762,1.935996055,9314
Q96DI7,U5 small nuclear ribonucleoprotein 40 kDa protein (U5 snRNP 40 kDa protein) (U5-40K) (38 kDa-splicing factor) (Prp8-binding protein) (hPRP8BP) (U5 snRNP-specific 40 kDa protein) (WD repeat-containing protein 57),SNRNP40 PRP8BP SFP38 WDR57,0.890940423,0.763478835,0.91918146,108510
Q96E11,"Ribosome-recycling factor, mitochondrial (RRF) (Ribosome-releasing factor, mitochondrial)",MRRF,0.803535204,0.606845217,0.706420118,61733
Q96EK5,KIF-binding protein (KIF1-binding protein) (Kinesin family binding protein),KIFBP KBP KIAA1279 KIF1BP,1.062235352,0.951387152,0.983481262,19096
Q96EK6,Glucosamine 6-phosphate N-acetyltransferase (EC 2.3.1.4) (Phosphoglucosamine acetylase) (Phosphoglucosamine transacetylase),GNPNAT1 GNA1,0.970369276,0.930817484,0.951932939,90447
Q96EP5,DAZ-associated protein 1 (Deleted in azoospermia-associated protein 1),DAZAP1,1.152043328,1.209068262,1.199211045,100310
Q96EY1,"DnaJ homolog subfamily A member 3, mitochondrial (DnaJ protein Tid-1) (hTid-1) (Hepatocellular carcinoma-associated antigen 57) (Tumorous imaginal discs protein Tid56 homolog)",DNAJA3 HCA57 TID1,1.840177253,1.895290787,1.975838264,67037
Q96EY4,Translation machinery-associated protein 16,TMA16 C4orf43,0.591482029,0.756365492,0.60418146,39192
Q96EY7,"Pentatricopeptide repeat domain-containing protein 3, mitochondrial (28S ribosomal protein S39, mitochondrial) (MRP-S39) (Mitochondrial small ribosomal subunit protein mS39) (Transformation-related gene 15 protein) (TRG-15)",PTCD3 MRPS39 TRG15,0.973392418,1.080507839,1.014299803,14182
Q96FW1,Ubiquitin thioesterase OTUB1 (EC 3.4.19.12) (Deubiquitinating enzyme OTUB1) (OTU domain-containing ubiquitin aldehyde-binding protein 1) (Otubain-1) (hOTU1) (Ubiquitin-specific-processing protease OTUB1),OTUB1 OTB1 OTU1 HSPC263,0.815952733,0.806218923,0.813925049,10274
Q96G03,Phosphopentomutase (EC 5.4.2.7) (Glucose phosphomutase 2) (Phosphodeoxyribomutase) (Phosphoglucomutase-2) (EC 5.4.2.2),PGM2 MSTP006,1.497390448,1.297309736,1.422583826,2835
Q96GQ7,Probable ATP-dependent RNA helicase DDX27 (EC 3.6.4.13) (DEAD box protein 27),DDX27 cPERP-F RHLP HSPC259 PP3241,0.89487937,0.880323752,0.968175542,2802
Q96HC4,PDZ and LIM domain protein 5 (Enigma homolog) (Enigma-like PDZ and LIM domains protein),PDLIM5 ENH L9,0.678266864,0.678078697,0.658846154,44862
Q96HE7,ERO1-like protein alpha (ERO1-L) (ERO1-L-alpha) (EC 1.8.4.-) (Endoplasmic oxidoreductin-1-like protein) (Endoplasmic reticulum oxidoreductase alpha) (Oxidoreductin-1-L-alpha),ERO1A ERO1L UNQ434/PRO865,0.211462334,0.223545066,0.184309665,37168
Q96HS1,"Serine/threonine-protein phosphatase PGAM5, mitochondrial (EC 3.1.3.16) (Bcl-XL-binding protein v68) (Phosphoglycerate mutase family member 5)",PGAM5,1.644805515,1.926405411,1.56183432,14002
Q96HY6,DDRGK domain-containing protein 1 (Dashurin) (UFM1-binding and PCI domain-containing protein 1),DDRGK1 C20orf116 UFBP1,1.622747415,1.730113153,1.667554241,3234
Q96I15,Selenocysteine lyase (hSCL) (EC 4.4.1.16),SCLY SCL,1.678089611,1.891689094,1.706311637,9543
Q96I24,Far upstream element-binding protein 3 (FUSE-binding protein 3),FUBP3 FBP3,0.566272772,0.417696317,0.381360947,8243
Q96I99,"Succinate--CoA ligase [GDP-forming] subunit beta, mitochondrial (EC 6.2.1.4) (GTP-specific succinyl-CoA synthetase subunit beta) (G-SCS) (GTPSCS) (Succinyl-CoA synthetase beta-G chain) (SCS-betaG)",SUCLG2,1.765829641,1.880283733,1.774654832,47302
Q96IJ6,Mannose-1-phosphate guanyltransferase alpha (GDP-mannose pyrophosphorylase A) (GMPP-alpha) (GTP-mannose-1-phosphate guanylyltransferase alpha),GMPPA,1.067159035,1.075705582,0.948668639,33806
Q96IU4,Putative protein-lysine deacylase ABHD14B (EC 2.3.1.-) (Alpha/beta hydrolase domain-containing protein 14B) (Abhydrolase domain-containing protein 14B) (CCG1-interacting factor B),ABHD14B CIB,1.731068439,1.679389313,1.682544379,3463
Q96JB5,CDK5 regulatory subunit-associated protein 3 (CDK5 activator-binding protein C53) (LXXLL/leucine-zipper-containing ARF-binding protein) (Protein HSF-27),CDK5RAP3 IC53 LZAP MSTP016 OK/SW-cl.114 PP1553,1.523485968,1.585445159,1.486883629,114241
Q96JM3,Chromosome alignment-maintaining phosphoprotein 1 (Zinc finger protein 828),CHAMP1 C13orf8 CAMP CHAMP KIAA1802 ZNF828,1.192909897,1.205466569,0.995266272,10595
Q96K17,Transcription factor BTF3 homolog 4 (Basic transcription factor 3-like 4),BTF3L4,1.231905465,1.256490551,1.179487179,24423
Q96KB5,Lymphokine-activated killer T-cell-originated protein kinase (EC 2.7.12.2) (Cancer/testis antigen 84) (CT84) (MAPKK-like protein kinase) (Nori-3) (PDZ-binding kinase) (Spermatogenesis-related protein kinase) (SPK) (T-LAK cell-originated protein kinase),PBK TOPK,1.296405711,1.388352526,1.30887574,58555
Q96KP4,Cytosolic non-specific dipeptidase (EC 3.4.13.18) (CNDP dipeptidase 2) (Glutamate carboxypeptidase-like protein 1) (Peptidase A) (Threonyl dipeptidase),CNDP2 CN2 CPGL HEL-S-13 PEPA,2.279960611,2.295578922,2.312426036,2604
Q96KR1,Zinc finger RNA-binding protein (hZFR) (M-phase phosphoprotein homolog),ZFR,0.98680453,1.057997259,1.062130178,15144
Q96M27,Protein PRRC1 (Proline-rich and coiled-coil-containing protein 1),PRRC1,1.031708518,1.047892509,1.16025641,127668
Q96N66,Lysophospholipid acyltransferase 7 (LPLAT 7) (EC 2.3.1.-) (1-acylglycerophosphatidylinositol O-acyltransferase) (Bladder and breast carcinoma-overexpressed gene 1 protein) (Leukocyte receptor cluster member 4) (Lysophosphatidylinositol acyltransferase) (LPIAT) (Lyso-PI acyltransferase) (Membrane-bound O-acyltransferase domain-containing protein 7) (O-acyltransferase domain-containing protein 7) (h-mboa-7),MBOAT7 BB1 LENG4 OACT7,2.959133432,2.907866697,2.97495069,3393
Q96P11,28S rRNA (cytosine-C(5))-methyltransferase (EC 2.1.1.-) (NOL1-related protein) (NOL1R) (NOL1/NOP2/Sun domain family member 5) (Williams-Beuren syndrome chromosomal region 20A protein),NSUN5 NSUN5A WBSCR20 WBSCR20A,0.797095027,0.82261663,0.810808679,16642
Q96P16,Regulation of nuclear pre-mRNA domain-containing protein 1A (Cyclin-dependent kinase inhibitor 2B-related protein) (p15INK4B-related protein),RPRD1A P15RS,1.660856721,1.767930928,1.686291913,20079
Q96P70,Importin-9 (Imp9) (Ran-binding protein 9) (RanBP9),IPO9 IMP9 KIAA1192 RANBP9 HSPC273,0.641506647,0.621402059,0.51734714,130
Q96PK6,RNA-binding protein 14 (Paraspeckle protein 2) (PSP2) (RNA-binding motif protein 14) (RRM-containing coactivator activator/modulator) (Synaptotagmin-interacting protein) (SYT-interacting protein),RBM14 SIP,1.3009355,1.18965914,1.254240631,26391
Q96QK1,Vacuolar protein sorting-associated protein 35 (hVPS35) (Maternal-embryonic 3) (Vesicle protein sorting 35),VPS35 MEM3 TCCCTA00141,0.934780896,0.945624443,0.973461538,8618
Q96QR8,Transcriptional activator protein Pur-beta (Purine-rich element-binding protein B),PURB,1.010635155,1.211269297,1.061538462,59138
Q96QU8,Exportin-6 (Exp6) (Ran-binding protein 20),XPO6 KIAA0370 RANBP20,1.327129493,1.066301162,1.040927022,8663
Q96RE7,Nucleus accumbens-associated protein 1 (NAC-1) (BTB/POZ domain-containing protein 14B),NACC1 BTBD14B NAC1,1.423929099,1.486998889,1.497337278,7692
Q96RP9,"Elongation factor G, mitochondrial (EF-Gmt) (Elongation factor G 1, mitochondrial) (mEF-G 1) (Elongation factor G1) (hEFG1)",GFM1 EFG EFG1 GFM,1.747415066,1.88578632,1.899309665,15727
Q96TA1,Protein Niban 2 (Meg-3) (Melanoma invasion by ERK) (MINERVA) (Niban-like protein 1) (Protein FAM129B),NIBAN2 C9orf88 FAM129B,0.273983259,0.359358899,0.295246548,2811
Q96TA2,ATP-dependent zinc metalloprotease YME1L1 (EC 3.4.24.-) (ATP-dependent metalloprotease FtsH1) (Meg-4) (Presenilin-associated metalloprotease) (PAMP) (YME1-like protein 1),YME1L1 FTSH1 YME1L UNQ1868/PRO4304,0.91375677,0.9968085,0.788944773,22954
Q96TC7,Regulator of microtubule dynamics protein 3 (RMD-3) (hRMD-3) (Cerebral protein 10) (Protein FAM82A2) (Protein FAM82C) (Protein tyrosine phosphatase-interacting protein 51) (TCPTP-interacting protein 51),RMDN3 FAM82A2 FAM82C PTPIP51 hucep-10 UNQ3122/PRO10274,1.761595273,1.666983482,1.60591716,8030
Q99426,Tubulin-folding cofactor B (Cytoskeleton-associated protein 1) (Cytoskeleton-associated protein CKAPI) (Tubulin-specific chaperone B),TBCB CG22 CKAP1,1.514327917,1.601952918,1.589053254,25443
Q99436,Proteasome subunit beta type-7 (EC 3.4.25.1) (Macropain chain Z) (Multicatalytic endopeptidase complex chain Z) (Proteasome subunit Z),PSMB7 Z,0.628271787,0.584384661,0.74729783,4352
Q99459,Cell division cycle 5-like protein (Cdc5-like protein) (Pombe cdc5-related protein),CDC5L KIAA0432 PCDC5RP,0.762530773,0.733024522,0.664940828,25594
Q99460,26S proteasome non-ATPase regulatory subunit 1 (26S proteasome regulatory subunit RPN2) (26S proteasome regulatory subunit S1) (26S proteasome subunit p112),PSMD1,0.972043328,0.964473302,1.06035503,4053
Q99471,Prefoldin subunit 5 (Myc modulator 1) (c-Myc-binding protein Mm-1),PFDN5 MM1 PFD5,0.864549483,0.686852821,0.845897436,26580
Q99497,"Parkinson disease protein 7 (Maillard deglycase) (Oncogene DJ1) (Parkinsonism-associated deglycase) (Protein DJ-1) (DJ-1) (Protein/nucleic acid deglycase DJ-1) (EC 3.1.2.-, EC 3.5.1.-, EC 3.5.1.124)",PARK7,1.366715903,1.519214031,1.629881657,24600
Q99536,Synaptic vesicle membrane protein VAT-1 homolog (EC 1.-.-.-),VAT1,0.497764648,0.510880114,0.449033531,4706
Q99567,Nuclear pore complex protein Nup88 (88 kDa nucleoporin) (Nucleoporin Nup88),NUP88,1.024815362,1.008173842,0.915779093,36391
Q99575,Ribonucleases P/MRP protein subunit POP1 (hPOP1),POP1 KIAA0061,0.731491876,0.817834382,0.666646943,65940
Q99613,Eukaryotic translation initiation factor 3 subunit C (eIF3c) (Eukaryotic translation initiation factor 3 subunit 8) (eIF3 p110),EIF3C EIF3S8,0.931186608,0.884645784,0.86004931,37707
Q99615,DnaJ homolog subfamily C member 7 (Tetratricopeptide repeat protein 2) (TPR repeat protein 2),DNAJC7 TPR2 TTC2,0.848301329,0.789130892,0.852169625,211
Q99623,Prohibitin-2 (B-cell receptor-associated protein BAP37) (D-prohibitin) (Repressor of estrogen receptor activity),PHB2 BAP REA,1.347021172,1.434774344,1.392307692,25840
Q99640,Membrane-associated tyrosine- and threonine-specific cdc2-inhibitory kinase (EC 2.7.11.1) (Myt1 kinase),PKMYT1 MYT1,0.794121123,0.884835873,0.883668639,29461
Q99643,"Succinate dehydrogenase cytochrome b560 subunit, mitochondrial (Integral membrane protein CII-3) (QPs-1) (QPs1) (Succinate dehydrogenase complex subunit C) (Succinate-ubiquinone oxidoreductase cytochrome B large subunit) (CYBL)",SDHC CYB560 SDH3,1.024913836,1.019078967,1.100493097,139427
Q99653,Calcineurin B homologous protein 1 (Calcineurin B-like protein) (Calcium-binding protein CHP) (Calcium-binding protein p22) (EF-hand calcium-binding domain-containing protein p22),CHP1 CHP,1.044608567,1.058897682,0.901439842,29061
